code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,120.32298405735258,8.4,9.22,2.76,1.15
ABT,Health Care,83.2611776052375,6.56,5.6,1.81,1.08
ABMD,Health Care,43.06753314794068,0.0,0.0,4.77,7.83
ACN,Information Technology,109.36763883637217,8.74,6.65,9.16,0.78
ATVI,Communication Services,104.2382912455534,258.13,22.0,0.88,2.25
ADBE,Information Technology,122.69586744369386,14.57,10.87,2.76,3.56
AMD,Information Technology,363.0199660981354,0.0,0.0,10.36,0.23
AAP,Consumer Discretionary,98.04090800040326,12.95,10.26,2.86,0.6
AES,Utilities,147.24172661354783,3.14,0.0,0.53,0.25
AFL,Financials,84.57889155281002,12.85,3.23,2.36,0.97
A,Health Care,90.30455914205716,7.87,8.87,2.01,0.95
APD,Materials,134.08523286436326,10.53,18.39,1.53,0.74
AKAM,Information Technology,136.0273622206279,19.35,12.35,1.63,3.57
ALK,Industrials,95.65419715105607,0.0,0.0,1.44,0.26
ALB,Materials,134.56766180771865,8.77,7.32,1.5,0.69
ARE,Real Estate,90.23751558690233,13.4,0.0,0.76,2.89
ALXN,Health Care,109.24412997410991,96.51,241.91,11.94,11.77
ALGN,Health Care,164.97135913903836,7.35,23.27,2.63,2.0
LNT,Utilities,88.99080998750706,7.07,0.0,0.66,0.55
ALL,Financials,76.91071636078863,0.0,3.81,1.06,0.47
GOOGL,Communication Services,163.24261411824185,22.88,17.84,3.44,4.5
MO,Consumer Staples,113.74200710572762,3.27,3.12,5.63,0.83
AMZN,Consumer Discretionary,212.49452651253074,34.19,16.24,8.21,1.15
AEE,Utilities,72.5673163857753,7.1,0.0,0.6,0.54
AAL,Industrials,50.66945348660843,0.0,0.0,-0.69,0.08
AEP,Utilities,89.3773193133931,5.88,0.0,0.77,0.56
AXP,Financials,183.10326301257874,6.69,2.56,1.48,0.55
AIG,Financials,77.3552804101817,0.0,0.0,0.05,0.0
AMT,Real Estate,119.35439057843836,29.57,19.61,3.29,6.54
AMP,Financials,138.1029418593051,0.0,2.05,0.59,0.58
ABC,Health Care,119.83620559577027,18.49,13.23,1.67,0.07
AME,Industrials,103.32800374931178,8.61,14.78,2.31,1.19
AMGN,Health Care,79.35130309718055,11.78,9.31,2.31,3.31
APH,Information Technology,156.19131779520603,9.4,10.51,2.75,1.22
ADI,Information Technology,100.87545106242979,5.87,8.97,1.86,1.78
ANSS,Information Technology,126.22637593938231,21.62,13.44,2.11,4.97
ANTM,Health Care,112.08417292826627,7.59,8.58,0.85,0.31
AON,Financials,69.01440453182995,8.21,13.94,1.99,1.61
AOS,Industrials,120.72779387481698,9.24,3.96,1.11,0.12
APA,Energy,113.01280946457202,30.63,13.52,1.26,1.69
AAPL,Information Technology,199.5851216683838,11.99,6.95,2.86,1.67
AMAT,Information Technology,78.20568334614771,14.47,9.79,1.79,1.71
ADM,Consumer Staples,89.73454913410798,6.28,2.78,0.98,0.24
AJG,Financials,74.7155809676137,21.05,12.64,2.25,0.98
AIZ,Financials,81.45894722526529,6.16,2.92,0.73,0.32
T,Communication Services,84.94613889236405,6.57,6.04,0.86,0.68
ATO,Utilities,105.86269744835968,7.92,0.0,0.71,0.2
ADSK,Information Technology,94.76494928478692,12.92,7.68,3.44,2.06
ADP,Information Technology,91.2937785542702,10.7,7.72,2.64,1.46
AZO,Consumer Discretionary,109.66973811649736,10.63,10.57,104.61,1.05
AVB,Real Estate,116.46788666121589,7.76,229.84,1.06,3.82
AVY,Materials,94.71754390200071,9.01,6.66,1.36,0.36
BKR,Energy,103.86324672514522,3.44,10.58,0.83,0.48
BLL,Materials,101.64418318060797,11.44,10.63,3.23,0.54
BAC,Financials,87.07813893089303,19.79,29.12,0.35,0.49
BK,Financials,81.62841344130746,18.4,9.54,0.9,1.55
BAX,Health Care,90.55504554701092,7.28,9.42,2.26,1.19
BDX,Health Care,95.24426282469926,11.9,18.09,2.78,2.01
BRK.B,Financials,82.81911634573629,29.9,29.22,0.42,1.42
BBY,Consumer Discretionary,170.3660795072657,0.0,0.0,1.17,0.15
BIO,Health Care,103.75368148899761,23.17,19.53,1.92,1.18
BIIB,Health Care,90.98700884129495,16.63,10.07,2.17,3.16
BLK,Financials,143.11198074798227,16.73,7.04,0.94,2.57
