code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,119.19117622531115,0.6054928670665176,0.6871491579791499,0.7465589952729632,0.792525041112274
ABT,Health Care,95.507352568445,0.37062564241582235,0.28860264635124294,0.4182848271387525,1.020262121891663
ABMD,Health Care,153.51723251028807,2.040505800097139,1.2689354450681634,1.0165909722865882,1.6579259480739523
ACN,Information Technology,90.11833764194971,0.7582856110151017,0.6494832041343668,2.0914241356937624,0.6422185677978771
ATVI,Communication Services,131.18836475643988,0.5130945523138265,0.4443564554931836,0.25944248771897305,1.0430358299696019
ADBE,Information Technology,126.58690666010324,1.076259699772966,0.7207431168136861,0.6803746871813885,1.7945681965415858
AMD,Information Technology,124.4212962962963,0.0,0.0,0.841864398924831,0.15030647331439678
AAP,Consumer Discretionary,118.37084084790506,0.7004721403318537,0.6347222222222222,1.135722726851423,0.38715303732496137
AES,Utilities,106.01423699533873,0.0,0.3797135347055154,0.2170845305403652,0.16852543977674792
AFL,Financials,99.43947779196822,0.36752849220064837,0.0697329145504767,0.3362162851051998,0.36437932924702254
A,Health Care,109.93606518682716,0.38094947646640237,0.41788848792657934,0.4262269441097415,0.5647879603328849
APD,Materials,105.641670358671,0.5931042662058216,5.591358148445156,0.548006070998239,0.6376638261822893
AKAM,Information Technology,88.98636271731685,1.868613963154982,1.2246524993317291,0.820685420335527,2.4641152140329896
ALK,Industrials,132.1841277121635,0.4578620401432234,0.5756782945736434,0.5082954861432941,0.27328449693526685
ALB,Materials,79.91571852851686,0.893011645375171,1.1956395348837205,0.6618430809157476,0.8836198734240296
ARE,Real Estate,73.67277061287477,2.5458574768730307,0.0,0.2567951153953101,2.641750137040913
ALXN,Health Care,109.37792212239266,3.810010956366553,2.4360710148801563,2.451466771711929,7.45155728310161
ALGN,Health Care,158.88110332554774,1.4184947985496934,1.2287244943419762,1.0192383446102513,1.8583345791598147
LNT,Utilities,94.10265476295706,0.5967176081235246,0.0,0.29385832792659194,0.5465689938705337
ALL,Financials,106.93195604081924,0.38146566816893135,0.3135436157890047,0.21443715821670223,0.23229182239497684
GOOGL,Communication Services,122.24454459062724,1.133040787051156,0.8994018978882651,0.8630433775141348,2.3274729655653563
MO,Consumer Staples,99.1797366334627,0.5481955880857985,0.5670253051768689,3.4759998609695066,0.7788608162655106
AMZN,Consumer Discretionary,122.65648875247473,0.0,14.643403056223823,3.6798475298915565,0.8517366821149152
AEE,Utilities,95.13742071881607,0.0,0.5456473313730731,0.22502664751135418,0.45091941994319035
AAL,Industrials,144.25921076876824,0.0,0.0,-0.050300074149596814,0.0728758658494045
AEP,Utilities,88.06863558625417,0.6292376853828516,1.112672636549942,0.267384604689962,0.4691383864055415
AXP,Financials,123.33241110844153,0.6782758971231068,0.4901663993584603,0.7889169524515711,0.7879702994966862
AIG,Financials,112.04196873304728,1.040642472298465,0.7019101398912945,0.11913175456483457,0.332496137937908
AMT,Real Estate,80.85022513144236,2.152003207843403,1.6018210371558403,1.8928712114190382,4.213135994418698
AWK,Utilities,89.60256198412135,0.8057752476477698,0.48202240933796664,0.3309215404578738,0.8881746150396174
AMP,Financials,145.29188781200722,0.5714242146996036,0.4260324779470729,0.285916210955603,0.5146858025614193
ABC,Health Care,128.05489224963887,0.6731139800978166,1.047011717009712,0.9821751320789694,0.05465689938705337
AME,Industrials,108.7438739506866,0.97611850948234,0.7970930232558139,0.9054013346927426,1.1842328200528232
AMGN,Health Care,104.01788283551244,0.6633063377497657,0.546156330749354,0.7439116229493004,1.4711815418348533
APH,Information Technology,107.19163570990737,0.9141755051788599,0.9100908847901629,1.0404173231995553,1.0475905715851896
ADI,Information Technology,100.15422447671769,0.7748037454960298,0.7304141049630223,0.6115430067661508,1.6488164648427768
ANSS,Information Technology,99.91676658343324,1.6244552878587646,1.1859685467343846,0.852453888219483,3.6483480340858128
ANTM,Health Care,119.2960632727472,0.3432674821817854,0.4061815022721197,0.18266869033274633,0.13208750685204565
AON,Financials,117.61327384894554,0.8785582777043589,0.7492470818854138,0.537416581703587,0.6741017591069917
AOS,Industrials,133.48162187299832,0.8517163091728509,1.8038937895393385,0.5771271665585319,0.7014302088005183
APA,Energy,85.27359155705379,0.7066664407622016,0.0,0.22237927518769118,0.7287586584940451
AAPL,Information Technology,83.37256748273697,0.5414850959529216,0.47031542368350704,0.9027539623690798,1.2115612697463498
AMAT,Information Technology,133.74485596707817,7.872439655269787,0.3522275683863494,0.39975322087311155,0.6148901181043505
APTV,Consumer Discretionary,122.97536366214233,0.4537325065229914,0.6052002583979328,0.8603960051904719,0.27783923855085463
ADM,Consumer Staples,124.87068867516994,0.5389041374402765,0.45402744364251973,0.1985529242747243,0.0728758658494045
AJG,Financials,107.99708474127077,0.9017869043181639,0.5970562683774391,0.561242932616554,0.6148901181043505
AIZ,Financials,150.95697024407403,0.26945206872013827,0.20207275238349814,0.11648438224117158,0.13664224846763343
T,Communication Services,84.67329825906181,0.9069488213434539,0.3196516083043749,0.33886365742886276,0.44636467832760257
ATO,Utilities,103.19674191982244,0.5858775823704155,0.0,0.280621466308277,0.3461603627846714
ADSK,Information Technology,96.66259666259666,1.5511560660996466,0.7258331105764946,0.9398171749003615,1.4666268002192657
ADP,Information Technology,112.34315402987203,0.7448646267493477,0.7349950993495499,0.833922281953842,0.8517366821149152
AZO,Consumer Discretionary,92.80893230481092,0.8150666982932918,0.9314688585939587,-2.329687644823432,0.792525041112274
AVB,Real Estate,69.57069498931521,1.2517648786328264,0.0,0.4632901566410233,4.604843773359247
AVY,Materials,113.8228184220744,0.7340246009962388,0.4336674685912857,0.49505862452497923,0.23684656401056464
BKR,Energy,105.67770004946347,0.4237933877763095,0.0,0.1641370840671054,0.22773708077938906
BLL,Materials,90.09448465067878,0.8450058170399739,0.6128352490421455,1.2839755769765502,0.3461603627846714
BAC,Financials,103.78048926801762,2.125161239311895,0.0,0.12442649921216054,0.5146858025614193
BK,Financials,106.96681705636468,0.5435498627630375,1.301002405773857,0.17737394568542036,0.769751333034335
BAX,Health Care,82.77838353284169,0.3902409271119244,0.4596264367816091,0.6539009639447587,0.5738974435640605
BDX,Health Care,111.31349929164136,0.4717992161115065,0.6662801835516349,0.7915643247752342,0.833517715652564
BRK.B,Financials,101.9860440150295,0.7742875537935008,1.012908758798895,0.1403107331541385,0.6239996013355261
BBY,Consumer Discretionary,224.3128545211879,1.3008030903730814,0.0,0.2567951153953101,0.06376638261822894
BIO,Health Care,90.79303800071688,0.9172726553940339,1.1788425554664526,0.3918111039021226,0.6604375342602282
BIIB,Health Care,147.3833493019123,1.2089209673229193,1.012908758798895,1.2124965242376495,2.6736333283500278
BLK,Financials,121.89002397261774,0.6323348355980256,0.7329591018444265,0.29650570025025497,1.4711815418348533
BA,Industrials,142.53478641055887,0.6364643692182577,0.41432549229261334,2.115250486606729,0.2687297553196791
BKNG,Consumer Discretionary,144.57253989376258,1.1557532219624322,0.9365588523567672,2.1020136249884143,2.75106393581502
BWA,Consumer Discretionary,121.06421667145182,0.8000971389199508,0.8454479640024947,0.6274272407081287,0.5010215777146559
BXP,Real Estate,76.73605805663979,2.034311499666791,0.0,0.5691850495875429,2.969691533363233
BSX,Health Care,161.86197832503822,0.0,0.3832765303394814,0.2991530725739179,0.5101310609458315
BMY,Health Care,131.1698406529343,1.155237030259903,0.34561057649469834,0.815390675688201,1.125021179050182
AVGO,Information Technology,108.44254863171776,0.6158167011170976,0.75891807003475,0.7253800166836594,1.2981013604425178
BR,Information Technology,136.87084520417855,0.958567991596354,0.5273233538269624,0.8021538140698861,0.48280261125230484
