year,annual_change,initialPE,initialFCF,initialPB,initialPS
2020,16.26,26.73,0.0,2.7933333333333334,4.316666666666666
2019,28.88,18.741785714285715,14.983214285714286,1.4028571428571428,2.1957142857142857
2018,-6.24,22.212142857142858,51.82821428571429,1.9542857142857144,2.1325
2017,19.42,16.75892857142857,19.744285714285713,1.6596428571428572,1.9057142857142857
2016,9.54,14.338214285714287,214.16464285714284,1.4160714285714286,1.552857142857143
2015,-0.73,20.133703703703702,34.22037037037037,1.4796296296296296,1.492962962962963
2014,11.39,16.39296296296296,27.91814814814815,1.204074074074074,1.2351851851851852
2013,29.6,11.548518518518518,32.10592592592592,1.088148148148148,1.072962962962963
2012,13.41,15.600740740740742,11.630740740740741,1.0548148148148149,0.9751851851851852
2011,0.0,18.45740740740741,28.381481481481483,0.924074074074074,0.8092592592592592
2010,12.78,10.206296296296296,21.14185185185185,0.9074074074074074,0.7677777777777778
2009,23.45,7.022692307692307,3.806153846153846,0.8626923076923076,0.5961538461538461
2008,-38.49,8.823846153846153,19.17269230769231,1.3203846153846153,0.8976923076923077
2007,3.53,10.518461538461539,10.965769230769231,1.1884615384615385,0.8073076923076923
