code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,136.08169382310226,8.4,9.22,2.76,1.15
ABT,Health Care,79.20076126994438,6.56,5.6,1.81,1.08
ABMD,Health Care,79.58087567731818,0.0,0.0,4.77,7.83
ACN,Information Technology,135.44262404282713,8.74,6.65,9.16,0.78
ATVI,Communication Services,106.70043928955278,258.13,22.0,0.88,2.25
ADBE,Information Technology,119.80564914447129,14.57,10.87,2.76,3.56
AMD,Information Technology,87.55433975431201,0.0,0.0,10.36,0.23
AAP,Consumer Discretionary,164.03374787013817,12.95,10.26,2.86,0.6
AES,Utilities,98.51349790178529,3.14,0.0,0.53,0.25
AFL,Financials,81.67901629365947,12.85,3.23,2.36,0.97
A,Health Care,113.80293605072609,7.87,8.87,2.01,0.95
APD,Materials,124.6511191068828,10.53,18.39,1.53,0.74
AKAM,Information Technology,152.78796984080415,19.35,12.35,1.63,3.57
ALK,Industrials,246.56569561121023,0.0,0.0,1.44,0.26
ALB,Materials,149.2821058397133,8.77,7.32,1.5,0.69
ARE,Real Estate,60.57403403858863,13.4,0.0,0.76,2.89
ALXN,Health Care,358.75792881571573,96.51,241.91,11.94,11.77
ALGN,Health Care,319.118988346773,7.35,23.27,2.63,2.0
LNT,Utilities,108.2180375163781,7.07,0.0,0.66,0.55
ALL,Financials,93.2430747917918,0.0,3.81,1.06,0.47
GOOGL,Communication Services,178.0165566896306,22.88,17.84,3.44,4.5
MO,Consumer Staples,168.50438782454174,3.27,3.12,5.63,0.83
AMZN,Consumer Discretionary,380.02897163540354,34.19,16.24,8.21,1.15
AEE,Utilities,69.68104751652668,7.1,0.0,0.6,0.54
AAL,Industrials,159.54011186927946,0.0,0.0,-0.69,0.08
AEP,Utilities,87.41537420229015,5.88,0.0,0.77,0.56
AXP,Financials,262.6186089090743,6.69,2.56,1.48,0.55
AIG,Financials,95.07591560898094,0.0,0.0,0.05,0.0
AMT,Real Estate,137.51372539773982,29.57,19.61,3.29,6.54
AMP,Financials,268.2167789554,0.0,2.05,0.59,0.58
ABC,Health Care,206.67102982715102,18.49,13.23,1.67,0.07
AME,Industrials,197.6752966212453,8.61,14.78,2.31,1.19
AMGN,Health Care,101.24683447580807,11.78,9.31,2.31,3.31
APH,Information Technology,185.20797079191212,9.4,10.51,2.75,1.22
ADI,Information Technology,131.29394963021875,5.87,8.97,1.86,1.78
ANSS,Information Technology,152.7877143911081,21.62,13.44,2.11,4.97
ANTM,Health Care,112.94281712203447,7.59,8.58,0.85,0.31
AON,Financials,95.74778880843034,8.21,13.94,1.99,1.61
AOS,Industrials,285.92208805276675,9.24,3.96,1.11,0.12
APA,Energy,58.40055940047658,30.63,13.52,1.26,1.69
AAPL,Information Technology,331.6675139335686,11.99,6.95,2.86,1.67
AMAT,Information Technology,76.50929517225218,14.47,9.79,1.79,1.71
ADM,Consumer Staples,81.9119683897679,6.28,2.78,0.98,0.24
AJG,Financials,110.7588705011297,21.05,12.64,2.25,0.98
AIZ,Financials,120.19685011929803,6.16,2.92,0.73,0.32
T,Communication Services,80.40054107526878,6.57,6.04,0.86,0.68
ATO,Utilities,116.33528376424694,7.92,0.0,0.71,0.2
ADSK,Information Technology,91.49764358771316,12.92,7.68,3.44,2.06
ADP,Information Technology,116.64594685088032,10.7,7.72,2.64,1.46
AZO,Consumer Discretionary,206.5304500696632,10.63,10.57,104.61,1.05
AVB,Real Estate,114.8039927647642,7.76,229.84,1.06,3.82
AVY,Materials,88.22856075965865,9.01,6.66,1.36,0.36
BKR,Energy,89.7020569129874,3.44,10.58,0.83,0.48
BLL,Materials,127.01392194437211,11.44,10.63,3.23,0.54
BAC,Financials,55.120353088061805,19.79,29.12,0.35,0.49
BK,Financials,66.27120191812249,18.4,9.54,0.9,1.55
BAX,Health Care,71.78677410768766,7.28,9.42,2.26,1.19
BDX,Health Care,87.79382159368538,11.9,18.09,2.78,2.01
BRK.B,Financials,90.13278408073313,29.9,29.22,0.42,1.42
BBY,Consumer Discretionary,113.42013985516802,0.0,0.0,1.17,0.15
BIO,Health Care,80.20868981503807,23.17,19.53,1.92,1.18
BIIB,Health Care,286.8491113370387,16.63,10.07,2.17,3.16
BLK,Financials,132.39607073392835,16.73,7.04,0.94,2.57
BA,Industrials,178.14188976059506,8.74,0.0,-19.55,0.38
BKNG,Consumer Discretionary,771.2644496218429,18.46,12.06,4.32,1.92
BWA,Consumer Discretionary,253.8703743795342,0.0,72.67,1.1,0.43
BXP,Real Estate,104.61282790881201,36.08,0.0,1.06,3.07
BSX,Health Care,75.8898982402618,0.0,13.55,0.88,1.44
BMY,Health Care,139.0674126590407,5.84,9.3,2.49,1.74
BR,Information Technology,175.89262805323835,7.07,2.6,1.77,0.64
BF.B,Consumer Staples,139.82731258010674,11.75,12.84,2.86,2.0
CHRW,Industrials,57.425735759652085,20.26,17.15,6.49,0.85
COG,Energy,295.1566799286331,11.5,0.0,1.39,2.57
CDNS,Information Technology,187.19204626083942,0.0,0.0,5.05,0.9
CPB,Consumer Staples,65.10699898076699,8.57,23.57,8.74,1.22
COF,Financials,124.4219979802352,0.0,3.2,0.39,0.55
CAH,Health Care,147.75024192037534,5.28,5.21,0.81,0.07
KMX,Consumer Discretionary,323.3220186386048,40.05,51.87,1.07,0.22
CCL,Consumer Discretionary,93.80069364628693,5.38,335.83,0.64,0.85
CAT,Industrials,113.56299744409417,5.55,11.16,3.05,0.39
CBRE,Real Estate,297.50376428144784,10.8,0.0,3.28,0.18
CE,Materials,225.40913477205478,6.82,5.46,8.13,0.25
CNC,Health Care,146.10700142216814,10.48,5.58,1.77,0.26
CNP,Utilities,113.6530552830461,5.74,0.0,1.44,0.23
CERN,Health Care,283.2660704388621,16.7,30.4,2.33,1.88
CF,Materials,239.92426281633342,3.13,4.25,1.37,0.56
SCHW,Financials,84.76733534605036,13.17,0.0,3.94,3.11
CVX,Energy,97.93771404348836,3.93,9.42,1.05,0.35
