code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,130.27856093961245,10.46,14.63,3.53,1.75
ABT,Health Care,129.74457011756675,9.2,9.4,1.85,1.28
ABMD,Health Care,89.04878377609941,0.0,0.0,4.87,8.69
ACN,Information Technology,222.4516066903969,12.7,11.24,10.29,1.03
ATVI,Communication Services,76.89322336864632,29.58,40.21,32.75,3.61
ADBE,Information Technology,84.5642508900092,34.54,19.28,5.18,8.01
AMD,Information Technology,32.94804999715678,0.0,0.0,1.52,0.71
AAP,Consumer Discretionary,200.90620200173487,16.0,18.83,3.51,0.79
AES,Utilities,58.14444279556149,0.0,0.0,3.11,0.77
AFL,Financials,99.53056769974444,13.59,4.77,2.49,1.45
A,Health Care,101.32030712315851,15.57,12.0,2.8,1.85
APD,Materials,100.222382916083,13.78,19.41,2.53,1.59
AKAM,Information Technology,121.73994990820844,62.91,46.92,4.23,10.05
ALK,Industrials,354.4256266346017,7.1,0.0,0.83,0.26
ALB,Materials,166.78476784674342,14.21,22.13,2.49,1.4
ARE,Real Estate,82.34561736867508,25.56,0.0,1.41,5.11
ALXN,Health Care,514.4839763348674,0.0,0.0,27.96,37.8
ALGN,Health Care,171.2957860126463,33.36,26.28,7.1,4.17
LNT,Utilities,139.84231106978012,6.46,2.87,0.93,0.81
ALL,Financials,92.77364338392128,4.95,4.45,0.99,0.63
GOOGL,Communication Services,105.33179783681315,52.23,65.03,9.57,13.2
MO,Consumer Staples,191.41441748236002,2.41,2.37,1.24,1.26
AMZN,Consumer Discretionary,278.82385115725936,82.71,33.26,32.2,2.64
AEE,Utilities,77.89721113571235,10.49,0.0,0.96,0.86
AAL,Industrials,94.49997216650277,0.0,2.55,1.3,0.18
AEP,Utilities,120.44616376083177,9.92,0.0,1.08,0.81
AXP,Financials,125.60456410037209,12.41,6.98,4.38,1.59
AIG,Financials,3.7886746288286006,17.49,3.32,1.08,1.03
AMT,Real Estate,190.31972285521687,277.59,28.56,4.77,10.61
AMP,Financials,129.45317073546298,12.01,21.3,1.19,1.16
ABC,Health Care,210.33401158415296,14.58,9.77,2.08,0.1
AME,Industrials,191.6159778113121,18.11,19.23,3.73,2.16
AMGN,Health Care,196.77987136362117,13.28,10.06,2.25,2.83
