year,annual_change,initialPE,initialFCF,initialPB,initialPS
2020,16.26,35.473221153846154,31.189567307692307,3.6843269230769238,4.06875
2019,28.88,24.07810101010101,26.023636363636363,0.3930505050505047,3.20240404040404
2018,-6.24,66.38487755102041,32.845285714285716,4.934938775510203,3.552387755102041
2017,19.42,27.79501026694045,27.198398357289527,11.743449691991785,3.1387885010266943
2016,9.54,24.94931392931393,36.002536382536384,3.6465904365904365,3.1322869022869027
2015,-0.73,25.577860169491526,26.281652542372882,5.833072033898305,3.0661228813559323
2014,11.39,24.471551724137928,27.07405172413793,4.00114224137931,2.7917456896551722
2013,29.6,19.372647702407,19.646389496717727,3.777330415754923,2.195514223194748
2012,13.41,24.06588495575221,28.56030973451327,1.5244690265486724,2.0475
2011,0.0,19.96873303167421,19.148416289592756,2.3118099547511313,2.208212669683258
2010,12.78,18.200137299771164,21.032677345537756,2.7290846681922196,2.216086956521739
2009,23.45,11.779241379310346,14.75657471264368,-0.38294252873563267,1.54167816091954
2008,-38.49,17.802394366197184,22.460704225352114,4.014225352112676,2.5069718309859157
2007,3.53,20.74280285035629,19.935486935866983,2.7258194774346793,4.615296912114014
