ZION,Financials,0.6,0.4,0.1,0.6,111.91
HBAN,Financials,0.58,0.29,0.11,0.62,111.79
ICE,Financials,0.65,0.84,0.3,2.13,111.47
FITB,Financials,0.53,0.27,0.1,0.61,111.46
CME,Financials,0.67,0.9,0.24,2.94,111.44
OXY,Energy,0.0,0.0,0.11,0.23,111.18
COG,Energy,0.48,3.07,0.32,1.05,111.04
BEN,Financials,0.49,0.38,0.11,0.45,111.01
NDAQ,Financials,0.55,0.81,0.36,0.88,110.99
C,Financials,0.36,0.0,0.06,0.32,110.37
MCO,Financials,0.59,0.94,2.85,2.03,110.28
PSX,Energy,0.0,0.0,0.15,0.12,110.28
BLK,Financials,0.52,1.31,0.29,1.39,110.18
TFC,Financials,0.43,0.72,0.1,0.66,110.17
USB,Financials,0.38,0.53,0.13,0.61,109.98
NTRS,Financials,0.36,0.37,0.16,0.66,109.93
NOV,Energy,0.0,0.18,0.09,0.18,109.88
VLO,Energy,0.0,0.0,0.13,0.09,109.88
GL,Financials,0.31,0.25,0.11,0.44,109.73
CMA,Financials,0.33,0.36,0.1,0.62,109.71
PBCT,Financials,0.3,0.25,0.08,0.59,109.57
MS,Financials,0.27,0.0,0.12,0.53,109.53
CBOE,Financials,0.35,0.8,0.34,0.9,109.37
GS,Financials,0.27,0.26,0.1,0.52,109.32
HIG,Financials,0.25,0.17,0.09,0.18,109.3
TRV,Financials,0.23,0.19,0.11,0.24,109.09
BRK.B,Financials,0.26,0.71,0.07,0.49,108.87
PGR,Financials,0.21,0.27,0.26,0.34,108.82
PFG,Financials,0.18,0.14,0.08,0.21,108.76
PNC,Financials,0.2,0.42,0.12,0.94,108.51
UNM,Financials,0.13,0.11,0.04,0.08,108.41
CVX,Energy,0.0,2.03,0.12,0.39,107.33
COF,Financials,0.0,0.12,0.09,0.36,107.3
WFC,Financials,0.0,0.14,0.08,0.4,107.26
HFC,Energy,0.0,0.99,0.09,0.1,106.68
TWTR,Communication Services,0.0,8.12,0.67,3.2,104.89
WMB,Energy,2.04,0.46,0.17,0.73,103.96
PXD,Energy,2.13,1.66,0.17,0.6,98.66
