code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,122.04679898067607,10.42,14.78,3.9,1.76
ABT,Health Care,176.24102894584104,16.43,7.14,1.99,1.25
ABMD,Health Care,182.869845972247,0.0,0.0,6.61,7.34
ACN,Information Technology,148.10555186601553,15.3,9.33,12.22,1.22
ATVI,Communication Services,157.23510887658853,70.24,0.0,3.1,3.83
ADBE,Information Technology,90.55926934969179,48.39,30.1,4.58,9.55
AMD,Information Technology,16.66776606981584,0.0,0.0,1.92,1.79
AAP,Consumer Discretionary,150.56840253350498,15.64,41.36,3.45,0.79
AES,Utilities,58.64048839967965,45.83,11.15,3.38,0.88
AFL,Financials,161.75835474005302,11.03,3.73,1.92,1.12
A,Health Care,97.86242555244839,3.38,15.88,2.64,2.12
APD,Materials,117.18043871932238,13.58,37.29,1.96,1.29
AKAM,Information Technology,44.60866562053904,160.97,148.13,8.92,21.8
ALK,Industrials,116.35926968877995,0.0,0.0,1.62,0.4
ALB,Materials,100.12214446835792,19.65,10.15,2.67,1.18
ARE,Real Estate,101.02056201815279,28.61,0.0,1.38,5.24
ALXN,Health Care,281.4137154072982,0.0,0.0,11.5,807.99
ALGN,Health Care,98.35573901106149,0.0,0.0,10.84,4.26
LNT,Utilities,130.694771514901,8.18,3.24,0.89,0.78
ALL,Financials,84.68268720351003,5.94,6.07,1.33,0.83
GOOGL,Communication Services,104.91462156722253,46.52,85.23,8.38,13.45
MO,Consumer Staples,132.9261789869745,1.6,1.46,0.48,0.29
AMZN,Consumer Discretionary,204.06992015618465,87.69,34.43,37.9,1.57
AEE,Utilities,108.82086201474993,11.09,24.46,0.93,0.88
AAL,Industrials,22.552462734092575,0.0,9.19,-18.61,0.53
AEP,Utilities,132.52029576898246,8.94,0.0,1.01,0.75
AXP,Financials,49.34358455394968,16.1,7.13,5.49,2.16
AIG,Financials,3.548119046071813,9.26,0.0,1.27,1.15
AMT,Real Estate,123.51722465131894,526.33,27.91,3.06,10.33
AMP,Financials,69.13801058215864,15.76,16.2,1.22,1.24
ABC,Health Care,130.03934652523554,14.7,7.24,1.72,0.12
AME,Industrials,150.7166788566833,11.34,15.76,3.19,1.7
AMGN,Health Care,132.76233854358594,21.97,15.54,3.35,4.55
APH,Information Technology,121.81605008123975,20.34,24.41,5.6,2.1
ADI,Information Technology,110.27926474317388,14.77,16.54,2.19,3.66
ANSS,Information Technology,201.36190532638958,120.81,20.3,3.14,6.18
ANTM,Health Care,84.07442910382656,13.98,11.24,1.69,0.76
AON,Financials,208.97127411494841,13.9,12.47,1.71,1.52
AOS,Industrials,126.84523592289909,12.51,15.81,1.38,0.44
APA,Energy,178.50543771921235,7.16,102.75,1.37,2.19
AAPL,Information Technology,158.23527280040776,26.57,19.89,5.6,3.11
AMAT,Information Technology,119.42445815069308,13.59,11.6,2.79,2.29
ADM,Consumer Staples,145.835263891968,12.47,0.0,1.37,0.5
AJG,Financials,151.50205013477904,13.76,24.55,2.04,1.19
AIZ,Financials,87.44125394643194,7.46,5.27,1.33,0.67
T,Communication Services,136.27375958804421,8.65,8.65,0.88,1.01
ATO,Utilities,128.05868521189728,10.22,0.0,0.9,0.29
ADSK,Information Technology,91.0571734969417,32.52,11.92,8.49,5.08
ADP,Information Technology,146.62100388532625,9.46,7.92,2.52,2.37
AZO,Consumer Discretionary,150.9640962114404,14.58,13.63,14.93,1.43
AVB,Real Estate,81.18783224471619,21.67,0.0,2.25,8.64
AVY,Materials,80.87597995789196,12.78,14.93,2.72,0.84
BKR,Energy,68.59342556306545,5.77,0.0,2.55,1.55
BLL,Materials,152.32262776746796,12.43,33.32,3.45,0.61
BAC,Financials,46.971774325528095,8.92,13.7,1.35,1.62
BK,Financials,118.52583507851693,6.97,5.45,1.82,2.33
BAX,Health Care,186.6423173846947,9.11,7.68,1.86,1.23
BDX,Health Care,157.4872103228715,20.83,18.02,3.43,2.42
BRK.B,Financials,137.67068419254235,15.67,31.16,0.0,1.78
BBY,Consumer Discretionary,60.45649032840993,0.0,0.0,3.31,0.57
BIO,Health Care,143.31164704352176,21.55,34.09,2.67,1.74
BIIB,Health Care,152.04462206294238,71.97,21.83,2.14,5.82
BLK,Financials,143.59747543968012,30.19,14.1,1.16,3.8
BA,Industrials,78.39341505557333,22.48,8.35,10.24,0.81
BKNG,Consumer Discretionary,265.20073505804197,26.43,19.65,4.41,1.73
BWA,Consumer Discretionary,118.29012506559995,14.17,17.25,1.59,0.65
BXP,Real Estate,87.34183109502871,9.1,0.0,2.44,5.49
BSX,Health Care,70.74664677625316,0.0,14.38,1.66,2.63
BMY,Health Care,154.51864707621885,19.52,19.39,3.07,1.91
BF.B,Consumer Staples,131.3618975989384,15.23,15.89,3.61,3.13
CHRW,Industrials,218.1056990741428,19.96,17.57,5.55,0.81
COG,Energy,135.4034571124742,8.39,12.17,2.84,3.61
CDNS,Information Technology,32.09028384323763,38.11,15.81,2.9,3.79
CPB,Consumer Staples,167.10547070417962,13.39,13.04,7.46,1.44
COF,Financials,67.54008020366086,7.9,7.32,1.0,1.26
CAH,Health Care,85.62403924327994,9.43,6.22,1.51,0.17
KMX,Consumer Discretionary,51.79944674727731,25.21,180.8,4.13,0.69
CCL,Consumer Discretionary,73.29407148517876,11.98,24.31,1.46,2.37
CAT,Industrials,119.53292780219009,7.97,7.64,3.89,0.68
CBRE,Real Estate,20.43307466992484,24.47,20.83,6.39,1.93
CE,Materials,76.21420992971423,9.15,7.28,4.33,0.64
CNC,Health Care,126.08592448103731,0.0,7.57,3.26,0.6
CNP,Utilities,130.59737369548765,6.64,0.0,1.81,0.31
CERN,Health Care,132.71098731207525,33.09,91.23,3.8,2.64
CF,Materials,302.9606553893738,33.57,7.56,1.42,0.54
SCHW,Financials,140.74867431686724,16.07,11.67,3.9,4.61
CVX,Energy,167.48613903158054,5.51,8.98,1.35,0.45
CMG,Consumer Discretionary,170.75159738057366,44.53,294.42,3.91,2.24
CB,Financials,141.81221720746012,6.35,3.5,1.0,1.07
CHD,Consumer Staples,209.25752501018425,17.08,17.56,2.68,1.25
CI,Health Care,60.41082187920265,12.73,28.91,0.99,0.9
CINF,Financials,109.60214713825916,4.9,8.1,0.66,1.0
CTAS,Industrials,91.5245463313448,16.49,12.45,2.58,1.55
CSCO,Information Technology,115.6436934914997,19.01,12.3,4.29,3.75
C,Financials,20.858891101088552,10.36,0.0,1.83,1.57
CTXS,Information Technology,136.80588769221302,20.04,14.35,2.57,3.5
CLX,Consumer Staples,143.38663014028984,14.19,12.34,-195.16,1.38
CME,Financials,66.26436876962968,26.93,28.55,7.16,10.05
CMS,Utilities,98.92715679324775,0.0,0.0,1.05,0.38
KO,Consumer Staples,155.43265567307031,14.55,14.23,4.31,3.07
CTSH,Information Technology,73.48618451835979,47.52,74.86,9.78,7.78
CL,Consumer Staples,172.14410628973963,19.01,18.32,16.99,2.1
CMCSA,Communication Services,94.83830007839966,27.9,31.93,1.69,2.85
CMA,Financials,60.155743151378005,7.29,7.99,1.23,1.52
