code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,102.1010450006568,17.01,18.53,4.23,2.58
ABT,Health Care,110.64359033735072,20.47,23.95,2.03,2.66
ABBV,Health Care,108.26348854583007,15.32,10.89,13.86,3.35
ABMD,Health Care,305.3274999270435,140.74,61.66,6.63,6.15
ACN,Information Technology,131.11713995024954,13.47,14.75,8.28,1.57
ATVI,Communication Services,200.24092957609784,17.79,14.7,1.8,4.03
ADBE,Information Technology,145.6704906508573,99.61,29.52,4.19,7.17
AMD,Information Technology,67.06666423066521,0.0,0.0,5.16,0.55
AAP,Consumer Discretionary,123.38377414531523,20.39,21.61,5.22,1.23
AES,Utilities,62.486583860986535,81.33,11.72,1.08,0.54
AFL,Financials,85.20813850546301,8.31,2.48,1.76,1.1
A,Health Care,94.94602942675964,16.25,12.01,2.16,1.74
APD,Materials,110.35246437174652,18.63,59.12,2.51,1.84
AKAM,Information Technology,100.88142486289333,29.3,28.23,3.2,5.43
ALK,Industrials,202.85188340064497,12.92,11.43,2.25,0.91
ALB,Materials,83.18655259108259,11.39,17.1,2.58,2.0
ARE,Real Estate,137.82812248204937,32.08,0.0,0.92,5.47
ALXN,Health Care,129.81972994349158,105.46,56.7,10.99,17.09
ALGN,Health Care,104.22005965670603,74.21,28.33,7.26,7.1
LNT,Utilities,117.46795498517805,12.66,0.0,1.3,1.38
ALL,Financials,106.84324674687993,9.97,5.59,1.0,0.66
GOOGL,Communication Services,125.17427779675091,29.48,36.65,4.32,7.01
MO,Consumer Staples,149.7508543842423,11.78,12.54,12.89,2.18
AMZN,Consumer Discretionary,153.2736627148735,687.57,91.3,18.78,2.47
AEE,Utilities,117.19933472588293,24.72,26.51,1.06,1.22
AAL,Industrials,153.77722569724665,0.0,0.0,-4.59,0.25
AEP,Utilities,121.81325410398142,11.9,39.35,1.1,1.19
AXP,Financials,71.04879564801651,16.66,11.74,4.44,2.55
AIG,Financials,112.32828122211222,7.12,11.02,0.63,0.94
AMT,Real Estate,113.7357192766361,50.65,31.9,7.69,8.3
AWK,Utilities,134.41138666602964,17.69,0.0,1.37,2.26
AMP,Financials,87.08713309712958,15.02,15.91,2.01,1.8
ABC,Health Care,136.75829749173073,48.49,0.0,6.41,0.15
AME,Industrials,93.22715071515955,23.91,20.68,3.92,3.43
AMGN,Health Care,133.80906839375345,14.35,12.99,3.26,3.91
APH,Information Technology,107.94045657132723,21.27,22.02,4.58,2.93
ADI,Information Technology,116.51301467029585,19.4,16.51,2.72,4.94
ANSS,Information Technology,95.9314528976296,33.67,27.28,3.77,9.63
ANTM,Health Care,141.08051508409443,10.21,10.38,0.99,0.36
AON,Financials,101.70859139731769,21.91,16.05,2.85,2.08
AOS,Industrials,131.4909196711933,26.6,24.83,3.34,2.1
APA,Energy,48.192970809626985,13.56,51.48,0.83,2.09
AAPL,Information Technology,123.31563045782006,12.39,10.1,3.44,2.65
AMAT,Information Technology,88.43911520627307,75.51,45.37,2.69,2.56
APTV,Consumer Discretionary,132.47177024319134,11.95,12.31,4.15,0.97
ADM,Consumer Staples,79.96343740364806,17.31,5.4,1.15,0.26
AJG,Financials,84.05446777914145,18.9,18.31,2.51,1.6
AIZ,Financials,113.63465321508946,9.05,4.53,0.85,0.49
T,Communication Services,98.61390173960395,6.84,9.07,1.33,0.98
ATO,Utilities,133.0762083896145,14.0,0.0,1.3,0.85
ADSK,Information Technology,125.09019587038937,36.94,19.6,4.16,3.99
ADP,Information Technology,113.15190431999993,20.72,19.06,4.65,3.29
AZO,Consumer Discretionary,153.55310763587414,16.05,15.82,-9.04,1.81
AVB,Real Estate,149.7266197181665,33.89,0.0,1.42,8.17
AVY,Materials,118.87972767212838,21.28,24.68,2.81,0.71
BKR,Energy,75.50634246521088,13.56,9.71,0.82,0.67
BLL,Materials,129.3463030368348,17.86,15.79,4.89,0.86
BAC,Financials,99.71355904561365,13.71,1.71,0.63,1.55
BK,Financials,110.49789829279587,17.1,0.0,0.89,2.24
BAX,Health Care,96.41223860543616,9.28,7.45,2.17,1.23
BDX,Health Care,130.6685217198256,20.98,16.02,3.78,2.42
BRK.B,Financials,100.7170737444453,15.03,17.61,0.62,1.61
BBY,Consumer Discretionary,78.48020535834023,0.0,9.46,3.18,0.26
BIO,Health Care,101.44563468503422,46.3,56.1,1.63,1.67
BIIB,Health Care,99.09614555642115,32.95,29.26,7.06,8.86
BLK,Financials,102.18798203783925,15.82,13.08,1.67,4.56
BA,Industrials,100.53487093613572,19.53,14.59,5.81,1.03
BKNG,Consumer Discretionary,99.19124153218714,32.28,27.48,8.75,8.95
BWA,Consumer Discretionary,71.25764955814218,18.71,38.89,3.18,1.58
BXP,Real Estate,125.18773817822333,16.47,0.0,1.73,5.68
BSX,Health Care,138.73697571875317,0.0,17.56,2.43,2.27
BMY,Health Care,123.12287876733402,28.22,24.17,4.71,4.43
AVGO,Information Technology,252.37740758048542,17.3,19.65,3.27,3.78
BR,Information Technology,128.60623809493435,17.12,17.8,4.81,1.72
BF.B,Consumer Staples,135.15195267826937,22.83,30.84,7.6,4.82
CHRW,Industrials,100.69824461293409,18.69,25.3,7.91,0.62
COG,Energy,41.50535628320667,54.18,100.03,6.86,8.79
CDNS,Information Technology,134.23316824191804,25.04,12.8,3.49,2.83
CPB,Consumer Staples,113.94997011783698,28.86,17.55,8.15,1.38
COF,Financials,88.19309756265494,9.67,4.32,0.93,1.64
CAH,Health Care,125.23003663887191,51.74,9.3,2.88,0.2
KMX,Consumer Discretionary,102.91790124054432,22.99,0.0,3.42,0.93
CCL,Consumer Discretionary,132.7320936121085,21.77,30.91,0.95,1.51
CAT,Industrials,72.06061998069715,12.7,7.3,2.23,0.87
CBOE,Financials,116.19136373934738,24.54,21.79,14.89,7.46
CBRE,Real Estate,118.90634085403053,27.98,14.82,4.51,1.21
CE,Materials,113.8753398961049,6.92,19.91,2.8,1.18
CNC,Health Care,201.91387936182355,20.19,10.56,2.62,0.3
CNP,Utilities,78.39423587370133,24.1,22.87,1.72,0.92
CERN,Health Care,97.62401305046072,48.42,114.5,5.94,6.62
CF,Materials,82.50280517434064,7.62,16.94,1.93,2.05
SCHW,Financials,116.44569425399244,30.75,22.04,3.0,5.69
CHTR,Communication Services,121.07794084159916,0.0,37.85,86.93,1.54
CVX,Energy,70.48264720822297,8.28,0.0,1.17,0.78
CMG,Consumer Discretionary,81.4504259469054,50.93,50.68,10.75,5.18
CB,Financials,107.21044646644336,8.1,7.57,1.04,1.58
CHD,Consumer Staples,119.8534023046647,21.5,19.51,3.61,2.64
CI,Health Care,151.39807393383524,16.79,129.45,2.27,0.77
CINF,Financials,110.43340366428593,13.42,8.81,1.13,1.53
CTAS,Industrials,154.5919145354839,19.31,16.67,2.82,1.43
CSCO,Information Technology,122.98532638781874,9.74,7.97,1.63,1.98
C,Financials,90.14134736371501,10.46,2.32,0.68,1.51
CTXS,Information Technology,108.15418660445992,27.18,12.1,2.72,3.18
CLX,Consumer Staples,131.0733552403405,17.97,20.05,63.87,1.84
CME,Financials,115.20129077942389,20.28,14.74,0.94,6.76
CMS,Utilities,130.62342629787798,13.02,60.86,1.64,0.89
