code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,100.12185133987697,19.26,18.34,9.07,3.24
ABT,Health Care,175.18228721275892,38.25,25.34,2.53,2.53
ABBV,Health Care,141.6025593355701,14.21,12.82,17.72,3.28
ABMD,Health Care,257.62933083564224,105.31,73.43,11.75,12.19
ACN,Information Technology,127.81069043571169,16.5,16.04,8.9,2.1
ATVI,Communication Services,116.49271125919016,29.09,13.14,2.88,4.01
ADBE,Information Technology,217.94822019252956,44.31,25.98,6.84,8.86
AMD,Information Technology,145.38646486310103,0.0,0.0,25.49,2.15
AAP,Consumer Discretionary,83.4776009409546,26.96,46.34,4.22,1.29
AES,Utilities,120.75864153065348,0.0,11.88,1.15,0.64
AFL,Financials,122.3945147548863,9.78,4.35,1.25,1.16
A,Health Care,135.29660184478132,29.76,21.11,3.2,3.29
APD,Materials,104.08199199400762,50.8,18.41,3.94,3.82
AKAM,Information Technology,81.81044815304973,37.25,21.15,3.58,5.01
ALK,Industrials,63.42179138646477,12.73,14.55,3.51,1.75
ALB,Materials,81.98723878875002,14.26,16.99,2.31,3.42
ARE,Real Estate,98.27906588112926,0.0,0.0,1.62,8.09
ALXN,Health Care,71.06928169690215,69.91,36.74,3.15,8.98
ALGN,Health Care,194.57421406334498,41.08,44.23,7.68,7.25
ALLE,Industrials,113.23394851460841,25.93,17.77,50.3,2.66
LNT,Utilities,106.06863616582804,20.25,0.0,1.87,2.28
ALL,Financials,102.69154915081351,14.67,7.07,1.23,0.7
GOOGL,Communication Services,117.76958133300847,28.47,22.73,3.94,6.56
GOOG,Communication Services,119.8355136458409,27.73,22.14,3.84,6.39
MO,Consumer Staples,71.28066878391904,7.28,28.5,8.08,4.03
AMZN,Consumer Discretionary,178.88775490814916,152.72,34.68,18.55,2.67
AEE,Utilities,118.04709214010347,17.66,0.0,1.59,1.9
AAL,Industrials,62.54942563769165,9.44,27.33,6.05,0.63
AEP,Utilities,113.83394816839436,43.97,0.0,1.54,1.64
AXP,Financials,118.44181545478374,12.32,9.38,3.06,1.76
AIG,Financials,56.48669521975426,0.0,18.19,0.76,1.25
AMT,Real Estate,139.35670964128747,49.63,20.78,5.99,7.25
AWK,Utilities,116.74214789817758,25.45,0.0,2.28,3.62
AMP,Financials,88.21616557795015,12.83,7.54,2.47,1.44
ABC,Health Care,87.98120182351678,12.11,11.1,7.44,0.11
AME,Industrials,126.05178251092251,21.59,15.93,3.33,2.89
AMGN,Health Care,125.7497797806804,12.75,10.24,3.23,4.29
APH,Information Technology,109.6800295687061,24.76,22.79,5.35,3.24
ADI,Information Technology,121.64391159854746,21.26,15.74,3.5,5.36
ANSS,Information Technology,138.02709027640424,30.93,23.28,3.59,8.35
