code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
AAL,Industrials,87.08891595615103,0.0,0.0,-0.2984674404493941,0.05887114125590402
AAL,Industrials,108.67507948444765,0.0,0.0,-0.30830406640931124,0.05860805860805861
DPZ,Consumer Discretionary,213.09904153354634,0.5368392668175813,0.480979724939742,-0.35902605155506834,0.27624150897001115
RF,Financials,150.47118392698542,0.0,0.10368259774330085,-0.36559010685556453,0.16216095313362064
NI,Utilities,140.34105209119835,0.4389077219421659,0.0,-0.36559010685556453,0.05189150500275861
COF,Financials,275.74165331492463,0.0,0.07860902835439802,-0.3917036859166762,0.1556745150082758
MGM,Consumer Discretionary,417.1729445119482,0.0,0.08606333276731509,-0.3917036859166762,0.05837794312810343
UAL,Industrials,104.27017904627482,0.0,0.2529397428867361,-0.4140582420070265,0.08122424955856386
INCY,Health Care,390.7810000647727,0.0,0.0,-0.41602049050910495,33.8934801539369
BAC,Financials,212.56873826047013,0.6095468943026597,0.04065984225227484,-0.417817264977788,0.149188076882931
DRE,Real Estate,195.24782069700763,0.5484224146511396,0.09419530121777005,-0.44393084403889976,0.2464846487631034
NI,Utilities,107.63981849510198,0.21223777656777848,0.543486558105407,-0.44393084403889976,0.06486438125344826
UAL,Industrials,97.59540112184256,0.0,0.2305935625941109,-0.46169326099898533,0.09024916617618207
HCA,Health Care,171.3282621416033,0.1612520932045347,0.19636088662035067,-0.4628408134505098,0.13132793049393973
ZION,Financials,180.8271624750682,0.0,0.06098976337841227,-0.47004442310001143,0.2205388962617241
DPZ,Consumer Discretionary,149.6328293736501,0.7336469457908178,0.6486176095278605,-0.47581765868743997,0.39851234080919645
DPZ,Consumer Discretionary,132.46268656716416,0.7206265904388989,0.6585401011389952,-0.48014327376641674,0.3758695941723103
LNC,Financials,372.59087641045124,0.0,0.11791354253159704,-0.4961580021611232,0.10378301000551722
DPZ,Consumer Discretionary,145.7629670299719,1.1955652191919817,0.9295458099757034,-0.5040225772825175,0.8773294822451475
DISH,Communication Services,335.0197369152991,0.25726876429029166,0.17541747402349012,-0.5181572576400829,0.143599539312902
RF,Financials,132.89793438639126,0.0,0.04608115455257816,-0.522271581222235,0.16216095313362064
DPZ,Consumer Discretionary,116.8950591271142,1.144913196209323,0.8026920163949032,-0.534769209379924,0.7424228833408083
RCL,Consumer Discretionary,333.7963021647264,0.26402379405031645,0.0,-0.5483851602833467,0.14270163875758618
NI,Utilities,107.9305171840317,0.28949232723844986,0.11316989426883164,-0.5483851602833467,0.08432369562948273
HCA,Health Care,120.63492063492063,0.5807156653451256,0.549210327007039,-0.553300815645565,0.21862759754821348
ZION,Financials,151.47833130822195,0.0,0.05895677126579852,-0.5744987393444585,0.2270253343870689
HCA,Health Care,99.70396044874022,0.6674358713699977,0.422469482313107,-0.5797745388821949,0.25051078885732797
DPZ,Consumer Discretionary,98.20296177036532,1.2404086611771883,1.0261427425821972,-0.5956587728241728,0.8198534908058006
DPZ,Consumer Discretionary,138.76560332871014,0.8443199662821288,0.6888298123729855,-0.5969348808987882,0.4936118766841184
HIG,Financials,152.34938340018743,0.0,0.04946947474026773,-0.6006123184055703,0.149188076882931
NI,Utilities,98.04747181887083,0.4389077219421659,0.08403034065470134,-0.6006123184055703,0.11026944813086205
VIAC,Communication Services,299.2874888492699,0.0,0.2263397885376633,-0.6528394765277937,0.10378301000551722
UAL,Industrials,72.62847782852694,1.1714197343043156,0.21205098745767725,-0.6632260336572726,0.11281145772022759
DPZ,Consumer Discretionary,67.7433004181287,0.5626047783508461,0.4920873029868317,-0.6713577385257543,0.15816967226613965
HST,Real Estate,310.61634860505563,0.44400142857979263,0.22701745257520123,-0.6789530555889055,0.18810670563499993
JCI,Industrials,162.8391172056191,0.0,0.11859120656913497,-0.6789530555889055,0.11026944813086205
HIG,Financials,296.2448648961407,0.0,0.027784225539054474,-0.6789530555889055,0.09729657188017239
INCY,Health Care,70.28546366294937,0.0,0.0,-0.6800814006526088,13.925166437259469
AMD,Information Technology,404.6984849869162,0.0,0.0,-0.690888090628757,0.10110488457100213
HCA,Health Care,127.2804096777745,0.6865349643635708,0.549210327007039,-0.6989062934470295,0.2596202720885035
DPZ,Consumer Discretionary,88.51014325997154,1.3978471304485334,1.2623184531765124,-0.7042010380943555,0.9428315144266707
SLG,Real Estate,195.8741199208342,0.48644898389334834,0.2615783184896348,-0.7050666346500173,0.6551302506598274
KIM,Real Estate,181.97479734624844,0.6579371073601133,0.6837630138757553,-0.7311802137111291,0.9016148994229307
RF,Financials,107.74939415016995,0.0,0.15654039267125816,-0.7311802137111291,0.298376153765862
DPZ,Consumer Discretionary,140.93220382625623,1.0408003663648855,1.015732712643166,-0.7322908867618623,0.7522175131429633
DPZ,Consumer Discretionary,105.62874262894819,1.3555194108411555,1.2404314799964358,-0.7412642506256373,0.9473862560422586
DPZ,Consumer Discretionary,133.6147144395941,1.256164502702367,1.1323488868144467,-0.7423189658616669,0.8642836906875988
HCA,Health Care,110.25028718174055,0.5141165020397175,0.45164587656207933,-0.7423189658616669,0.23156280014648875
KEY,Financials,80.32716046874216,0.0,0.0,-0.7572937927722406,0.3113490300165516
ZION,Financials,153.33246568885323,0.0,0.09758362140545962,-0.7572937927722406,0.25945752501379304
KEY,Financials,119.57800536172347,0.0,0.6668214129373075,-0.7572937927722406,0.21405245813637927
DPZ,Consumer Discretionary,143.3594625018284,1.2780584373899895,1.2133940188344323,-0.7663200409703582,0.8968981695814705
