code,industry,stockratio,initialPE,initialFCF,initialPB,initialDE
T,Communication Services,136.36,7.01,4.93,0.86,1.63
ATO,Utilities,198.88,9.31,5.58,0.87,2.05
ADSK,Information Technology,199.23,0.0,36.4,4.0,0.62
ADP,Information Technology,219.74,10.66,10.08,2.5,4.15
AZO,Consumer Discretionary,337.24,11.92,10.75,-15.12,-12.13
AVB,Real Estate,201.29,29.88,0.0,1.54,1.45
AVY,Materials,141.56,28.83,6.41,2.18,2.67
BKR,Energy,125.39,17.2,23.03,1.0,0.57
BLL,Materials,237.91,11.56,11.13,2.8,3.1
BAC,Financials,104.84,0.0,0.8,0.49,8.64
BK,Financials,137.44,0.0,7.72,0.93,6.32
BAX,Health Care,122.94,7.16,8.36,2.09,1.34
BDX,Health Care,169.18,12.91,15.18,2.92,0.73
BRK.B,Financials,197.21,18.99,14.03,0.36,1.19
BBY,Consumer Discretionary,77.71,0.0,63.66,2.13,2.45
BIO,Health Care,107.89,18.55,10.39,2.08,0.98
BIIB,Health Care,547.71,14.76,15.7,2.27,0.37
BLK,Financials,153.15,28.54,18.2,0.44,6.26
BA,Industrials,232.87,23.53,6.76,13.75,26.89
BKNG,Consumer Discretionary,450.63,22.11,21.87,7.53,0.39
BWA,Consumer Discretionary,289.48,130.07,19.54,1.57,1.17
BXP,Real Estate,196.39,27.08,35.71,1.3,1.44
BSX,Health Care,127.08,0.0,25.7,1.11,1.05
BMY,Health Care,244.38,3.3,8.97,2.04,1.1
BR,Information Technology,202.16,11.39,9.19,2.81,2.18
BF.B,Consumer Staples,288.07,12.07,10.45,2.98,0.91
CHRW,Industrials,122.45,21.52,22.67,7.09,0.7
COG,Energy,237.36,28.08,50.98,2.31,1.03
CDNS,Information Technology,273.37,0.0,0.0,14.85,12.02
CPB,Consumer Staples,141.85,10.31,10.6,8.15,5.73
COF,Financials,194.1,49.11,7.71,0.56,5.38
CAH,Health Care,241.94,11.25,4.98,1.68,2.98
KMX,Consumer Discretionary,247.41,18.07,0.0,2.4,0.31
CCL,Consumer Discretionary,136.22,10.7,0.0,0.85,0.67
CAT,Industrials,155.87,29.68,4.97,2.96,5.81
CBRE,Real Estate,217.87,169.63,20.49,5.57,5.43
CE,Materials,168.38,8.91,10.16,6.69,13.36
CNC,Health Care,423.6,11.2,5.68,1.48,1.75
CNP,Utilities,172.45,9.11,4.97,1.36,6.49
CERN,Health Care,270.86,35.34,49.1,4.19,0.36
CF,Materials,272.47,9.55,7.66,1.97,0.43
SCHW,Financials,148.59,24.02,14.61,3.74,13.87
CVX,Energy,148.88,9.58,0.0,1.09,0.78
CMG,Consumer Discretionary,670.22,22.32,19.73,3.95,0.37
CB,Financials,223.35,5.15,3.93,0.66,2.97
CHD,Consumer Staples,244.25,15.0,12.38,2.25,0.95
CI,Health Care,252.91,7.43,22.05,1.77,6.92
CINF,Financials,213.01,6.59,5.89,0.59,2.03
CTAS,Industrials,250.52,19.28,6.78,1.44,0.56
CSCO,Information Technology,101.39,17.42,12.65,2.45,0.72
C,Financials,141.65,0.0,0.0,0.54,10.98
CTXS,Information Technology,132.36,31.42,14.68,2.7,0.41
CLX,Consumer Staples,173.77,10.62,10.26,229.57,165.26
CME,Financials,140.22,17.43,15.56,0.75,0.85
CMS,Utilities,233.31,11.27,84.87,0.83,4.19
KO,Consumer Staples,147.8,13.83,14.98,3.68,0.92
CTSH,Information Technology,200.51,24.53,21.94,4.86,0.26
CL,Consumer Staples,163.96,14.45,12.16,9.56,2.42
CMCSA,Communication Services,326.5,10.88,7.66,0.91,1.63
CMA,Financials,146.82,0.0,202.15,0.5,7.43
CAG,Consumer Staples,168.59,7.27,5.88,1.12,1.32
COP,Energy,185.76,8.22,13.82,0.65,1.43
ED,Utilities,156.78,9.21,75.88,0.72,2.24
STZ,Consumer Staples,486.34,0.0,12.4,1.31,2.24
COO,Health Care,507.29,12.6,9.8,0.82,0.66
CPRT,Industrials,179.51,19.5,16.77,2.81,0.17
GLW,Information Technology,112.89,11.75,19.53,1.5,0.37
COST,Consumer Staples,232.55,18.08,11.8,1.89,1.25
CCI,Real Estate,175.91,0.0,22.25,2.78,2.37
CSX,Industrials,215.54,13.53,23.68,1.77,2.07
CMI,Industrials,294.08,16.4,8.37,1.77,1.19
CVS,Health Care,276.74,10.07,24.66,1.0,0.72
DHI,Consumer Discretionary,211.62,0.0,5.93,1.18,1.59
DHR,Health Care,199.19,15.73,11.21,1.51,0.69
DRI,Consumer Discretionary,188.22,7.19,6.27,1.61,1.94
DVA,Health Care,222.6,14.47,15.3,2.76,2.45
DE,Industrials,180.77,17.39,9.73,3.13,7.53
DAL,Industrials,378.15,0.0,47.25,32.31,177.73
XRAY,Health Care,134.6,17.93,15.79,2.53,0.62
DVN,Energy,76.44,0.0,0.0,1.75,0.91
DXCM,Health Care,588.84,0.0,0.0,-20.14,-3.55
DLR,Real Estate,143.56,52.06,16.77,1.49,1.29
DFS,Financials,387.56,0.0,0.0,0.0,4.46
DISCA,Communication Services,193.85,11.89,11.1,0.7,0.76
DISCK,Communication Services,219.51,20.56,9.6,0.61,0.76
DISH,Communication Services,337.0,13.15,7.24,-3.99,-4.97
DLTR,Consumer Discretionary,347.63,14.1,10.26,3.01,0.65
D,Utilities,208.15,10.1,0.0,1.33,2.81
DPZ,Consumer Discretionary,1076.45,5.16,5.01,-0.32,-1.34
DOV,Industrials,197.57,11.58,6.37,1.02,0.93
DTE,Utilities,210.71,8.82,5.47,0.76,2.83
DUK,Utilities,178.25,12.57,0.0,0.62,1.61
DRE,Real Estate,182.11,0.0,5.08,0.58,1.46
EMN,Materials,241.55,24.58,7.14,2.19,2.65
ETN,Industrials,212.63,19.88,6.22,2.19,1.39
EBAY,Consumer Discretionary,205.86,4.94,5.01,0.85,0.34
ECL,Materials,215.22,22.67,22.98,4.62,1.5
EIX,Utilities,189.34,9.38,6.72,0.72,2.77
EW,Health Care,253.12,22.32,25.61,2.13,0.4
EA,Communication Services,228.58,0.0,140.35,2.23,0.9
EMR,Industrials,144.06,13.61,7.76,2.56,1.4
ETR,Utilities,116.8,7.97,9.81,1.09,3.31
EOG,Energy,168.26,40.47,0.0,2.21,0.81
EFX,Industrials,244.35,14.48,9.8,2.08,1.2
EQIX,Real Estate,184.38,51.55,0.0,3.0,1.57
EQR,Real Estate,214.71,16.4,6.06,1.11,1.98
ESS,Real Estate,250.61,20.45,92.59,1.36,1.55
EL,Consumer Staples,287.24,21.04,9.84,4.21,1.84
EVRG,Utilities,205.79,10.01,0.0,0.77,2.32
RE,Financials,189.87,5.11,5.24,0.66,1.95
EXC,Utilities,83.4,7.58,7.27,1.62,2.89
EXPE,Consumer Discretionary,161.21,21.08,12.82,2.29,1.16
EXPD,Industrials,117.97,27.05,21.94,4.08,0.49
EXR,Real Estate,512.2,21.63,0.0,0.73,1.54
XOM,Energy,133.38,11.27,36.58,1.84,1.02
FFIV,Information Technology,212.61,42.38,20.55,4.94,0.34
FAST,Industrials,220.9,25.11,17.88,3.85,0.12
FRT,Real Estate,197.81,29.83,18.69,2.45,1.67
FDX,Industrials,187.36,0.0,210.26,1.7,0.74
FIS,Information Technology,247.11,29.14,9.6,0.88,0.64
FITB,Financials,199.52,10.27,1.48,0.43,7.4
FE,Utilities,93.63,8.37,29.86,0.98,3.01
FISV,Information Technology,252.76,15.84,11.55,2.45,1.77
FLIR,Information Technology,89.28,19.59,19.86,3.63,0.24
FLS,Industrials,174.36,10.49,13.88,2.43,1.36
FMC,Materials,183.71,15.89,25.12,3.16,1.77
F,Consumer Discretionary,144.38,10.76,1.97,-2.93,-25.68
BEN,Financials,150.1,15.07,19.31,2.37,0.29
FCX,Materials,60.81,10.92,10.41,2.49,1.42
GPS,Consumer Discretionary,169.95,11.29,8.18,2.24,0.69
GRMN,Consumer Discretionary,183.2,5.72,3.85,1.41,0.35
IT,Information Technology,402.94,21.22,11.99,15.37,9.8
GD,Industrials,198.75,8.47,8.21,1.62,1.5
GE,Industrials,169.46,10.74,5.17,0.92,5.25
GIS,Consumer Staples,156.3,9.69,8.5,2.43,1.93
GPC,Consumer Discretionary,283.4,10.86,6.07,1.64,0.9
GILD,Health Care,376.06,12.86,11.93,5.03,0.49
GL,Financials,379.88,5.42,2.25,0.64,3.71
GPN,Information Technology,146.63,0.0,5.42,4.41,1.69
GS,Financials,105.57,6.62,1.68,1.05,11.01
GWW,Industrials,246.72,13.99,9.94,2.55,0.67
HAL,Energy,119.1,20.01,42.28,2.62,0.89
HBI,Consumer Discretionary,409.16,37.03,5.88,5.7,8.94
HIG,Financials,168.01,0.0,2.19,0.4,16.2
HAS,Consumer Discretionary,173.01,9.36,21.96,2.0,1.44
PEAK,Real Estate,160.44,36.85,10.38,0.78,1.05
HSIC,Health Care,223.45,15.43,13.75,2.21,0.78
HSY,Consumer Staples,281.88,14.51,6.78,8.27,3.83
HES,Energy,109.81,22.69,131.79,1.25,1.18
HFC,Energy,336.9,37.71,0.0,0.68,1.61
HOLX,Health Care,159.19,0.0,7.44,1.36,1.06
HD,Consumer Discretionary,380.86,14.32,7.1,1.68,1.22
HON,Industrials,249.73,10.34,6.61,2.51,3.01
HRL,Consumer Staples,281.66,11.61,8.53,1.85,0.74
HST,Real Estate,192.61,0.0,12.84,0.86,1.02
HPQ,Information Technology,71.39,5.28,3.93,0.95,1.82
HUM,Health Care,295.2,6.56,5.51,1.19,1.45
HBAN,Financials,273.88,0.0,0.76,0.37,8.66
IEX,Industrials,234.66,18.92,11.11,1.68,0.66
IDXX,Health Care,239.42,26.59,25.67,6.05,0.57
ITW,Industrials,192.94,19.67,9.53,2.08,0.82
ILMN,Health Care,519.33,57.89,35.19,4.24,0.66
INCY,Health Care,692.74,0.0,78.33,-10.58,-7.96
INTC,Information Technology,181.84,18.88,12.33,1.93,0.27
ICE,Financials,171.29,24.05,17.18,3.09,7.99
IBM,Information Technology,116.45,9.13,6.95,5.25,3.79
IP,Materials,201.68,11.64,1.89,1.26,3.08
IPG,Communication Services,264.96,36.49,5.87,1.05,3.84
IFF,Materials,234.64,13.34,11.46,3.37,2.43
INTU,Information Technology,270.71,20.34,12.03,3.68,0.96
ISRG,Health Care,150.48,51.17,35.11,7.6,0.18
IVZ,Financials,164.52,21.25,20.46,0.9,0.43
IPGP,Information Technology,390.29,138.05,17.58,2.97,0.22
IRM,Real Estate,184.11,11.15,7.38,1.14,2.17
JKHY,Information Technology,248.96,15.53,12.26,2.47,0.51
J,Industrials,102.56,12.71,8.42,1.66,0.72
JBHT,Industrials,238.07,27.13,32.34,5.68,1.88
SJM,Consumer Staples,192.45,11.23,6.98,0.91,0.64
JNJ,Health Care,165.07,10.62,9.08,2.55,0.87
JCI,Industrials,237.68,0.0,2.79,0.44,0.94
JPM,Financials,144.77,13.99,0.99,0.75,11.29
JNPR,Information Technology,72.85,55.23,19.26,2.07,0.3
KSU,Industrials,325.5,50.74,0.0,1.24,1.35
K,Consumer Staples,123.87,11.9,11.4,6.3,3.92
KEY,Financials,233.92,0.0,1.4,0.34,7.53
KMB,Consumer Staples,196.34,9.3,6.59,3.08,2.38
KIM,Real Estate,197.3,0.0,0.0,0.65,0.99
KLAC,Information Technology,240.39,0.0,9.98,1.67,0.67
KR,Consumer Staples,227.48,81.3,19.38,2.49,3.76
LB,Consumer Discretionary,541.34,25.16,3.42,1.48,2.72
LH,Health Care,124.45,14.97,10.91,3.74,1.3
LRCX,Information Technology,175.97,0.0,0.0,2.83,0.38
LVS,Consumer Discretionary,384.2,0.0,0.0,0.95,1.96
LEG,Consumer Discretionary,224.19,17.9,4.33,1.27,0.94
LDOS,Information Technology,53.28,0.0,7.78,0.9,1.37
LEN,Consumer Discretionary,332.6,0.0,4.82,0.85,1.83
LLY,Health Care,208.61,6.26,7.57,2.98,1.88
LNC,Financials,210.51,0.0,6.21,0.53,14.17
LIN,Materials,154.35,15.88,24.44,3.46,1.54
LYV,Communication Services,264.84,0.0,0.0,1.02,2.23
LKQ,Consumer Discretionary,247.69,22.01,25.83,2.36,0.71
LMT,Industrials,269.01,6.75,8.82,4.76,7.5
L,Financials,103.07,25.96,6.87,0.69,2.51
LOW,Consumer Discretionary,276.91,13.65,11.69,1.21,0.77
LUMN,Communication Services,133.98,4.81,3.59,0.47,1.38
MTB,Financials,188.54,17.33,5.03,0.76,7.88
MRO,Energy,143.48,7.5,4.02,0.5,1.15
MKTX,Financials,495.63,28.4,12.43,1.66,0.12
MAR,Consumer Discretionary,277.95,0.0,11.12,7.07,5.95
MMC,Financials,256.85,37.43,26.38,1.56,1.62
MLM,Materials,116.44,41.15,19.08,2.5,1.3
MAS,Industrials,174.58,0.0,5.94,1.27,2.26
MA,Information Technology,295.04,21.52,25.47,8.96,1.13
MKC,Consumer Staples,201.43,12.6,11.28,2.79,1.52
MXIM,Information Technology,161.96,54.4,16.63,1.69,0.18
MCD,Consumer Discretionary,151.89,11.0,13.18,3.47,1.15
MCK,Health Care,298.83,13.01,7.99,2.15,2.87
MDT,Health Care,184.66,13.77,10.02,2.29,0.79
MRK,Health Care,163.15,4.65,29.44,1.26,0.83
MET,Financials,147.48,0.0,4.87,0.55,15.1
MTD,Health Care,248.67,20.87,20.61,5.0,1.42
MGM,Consumer Discretionary,202.32,0.0,6.88,0.98,4.82
MCHP,Information Technology,163.03,23.99,11.44,2.62,0.65
MU,Information Technology,412.66,0.0,6.83,0.9,0.65
MSFT,Information Technology,150.06,13.16,11.5,4.74,0.85
MAA,Real Estate,165.0,36.4,0.0,2.01,3.38
MHK,Consumer Discretionary,281.74,0.0,5.78,1.02,1.0
TAP,Consumer Staples,162.67,9.04,9.3,0.91,0.7
MDLZ,Consumer Staples,200.87,6.81,5.42,0.79,1.57
MNST,Consumer Staples,487.17,17.38,27.22,5.79,0.37
MCO,Financials,333.31,13.69,9.95,-9.2,-4.36
MS,Financials,118.56,0.0,0.0,0.63,13.62
MOS,Materials,76.78,0.0,0.0,2.47,0.54
MSI,Information Technology,197.66,0.0,17.63,0.87,1.59
MSCI,Financials,134.94,0.0,0.0,0.0,1.37
NDAQ,Financials,218.83,13.54,6.94,0.72,1.17
NTAP,Information Technology,139.89,53.52,15.3,3.61,1.65
NFLX,Communication Services,535.25,27.68,11.53,14.78,2.41
NWL,Consumer Discretionary,241.22,11.53,7.05,1.74,2.6
NEM,Materials,38.12,14.76,16.17,1.52,0.77
NEE,Utilities,207.88,9.55,0.0,1.21,2.74
NKE,Consumer Discretionary,283.65,18.79,13.25,2.98,0.45
NI,Utilities,290.37,5.17,1.24,0.23,2.97
NSC,Industrials,204.65,14.62,23.27,1.44,1.64
NTRS,Financials,124.66,12.88,10.87,1.55,12.01
NOC,Industrials,290.96,7.6,7.73,0.96,1.38
NLOK,Information Technology,129.54,21.39,4.18,1.33,1.48
NOV,Energy,150.41,9.8,7.83,1.01,0.51
NRG,Utilities,102.88,6.0,4.0,0.65,1.94
NUE,Materials,107.3,0.0,13.02,1.36,0.66
NVDA,Information Technology,147.0,0.0,21.45,2.52,0.43
NVR,Consumer Discretionary,154.9,22.92,18.24,2.41,0.36
ORLY,Consumer Discretionary,436.17,17.09,0.0,1.95,0.78
OXY,Energy,100.47,14.26,15.38,1.42,0.52
ODFL,Industrials,490.95,32.16,0.0,1.9,0.96
OMC,Communication Services,192.31,11.2,5.56,1.99,3.03
OKE,Energy,257.62,7.66,3.47,0.68,2.72
ORCL,Information Technology,174.04,16.63,11.52,3.43,0.93
PCAR,Industrials,186.65,80.71,5.16,1.78,1.86
PKG,Materials,336.16,6.44,8.93,1.92,1.4
PH,Industrials,225.62,25.34,6.17,1.52,1.11
PAYX,Information Technology,158.83,15.38,12.87,5.47,2.35
PNR,Industrials,195.64,14.92,8.44,0.82,0.84
PBCT,Financials,99.37,32.23,65.34,0.68,3.17
PEP,Consumer Staples,155.57,11.67,14.68,3.95,1.29
PKI,Health Care,192.72,26.15,18.06,1.37,0.88
PRGO,Health Care,368.39,21.71,25.84,3.4,1.49
PFE,Health Care,178.51,8.92,5.19,1.01,1.35
PM,Consumer Staples,180.28,8.8,7.8,8.81,4.62
PNW,Utilities,201.67,35.01,6.67,0.69,2.5
PXD,Energy,267.81,0.0,39.96,1.45,1.43
PNC,Financials,164.91,9.26,3.18,0.57,7.29
POOL,Consumer Discretionary,313.8,41.7,7.52,3.16,1.95
PPG,Materials,380.14,23.63,6.88,2.02,2.63
PPL,Utilities,124.14,16.32,10.48,1.13,2.81
PFG,Financials,211.59,8.64,2.28,0.67,16.19
PG,Consumer Staples,151.75,10.24,7.83,1.81,0.96
PGR,Financials,161.26,7.63,5.7,1.41,2.49
PLD,Real Estate,172.83,0.0,11.05,0.81,1.08
PRU,Financials,179.16,4.6,2.61,0.61,17.66
PEG,Utilities,133.22,6.88,179.45,1.24,2.26
PSA,Real Estate,230.06,16.28,9.22,1.05,0.08
PHM,Consumer Discretionary,189.04,0.0,3.88,1.07,2.15
PVH,Consumer Discretionary,248.21,21.54,10.02,1.78,1.02
PWR,Industrials,117.59,25.5,18.81,1.39,0.32
QCOM,Information Technology,151.85,27.79,13.5,2.7,0.35
DGX,Health Care,102.65,12.79,11.22,2.27,1.14
RL,Consumer Discretionary,206.01,17.09,10.56,2.22,0.51
RJF,Financials,223.71,17.88,0.0,1.08,5.34
RTX,Industrials,160.72,13.04,11.02,2.4,1.66
O,Real Estate,205.02,15.01,9.68,1.08,0.96
REG,Real Estate,192.66,0.0,7.58,0.97,1.05
REGN,Health Care,1464.55,0.0,0.0,4.94,0.87
RF,Financials,180.84,0.0,2.31,0.28,6.96
RSG,Industrials,141.96,16.5,13.57,1.12,1.58
RMD,Health Care,194.14,20.24,30.32,2.72,0.29
RHI,Industrials,207.47,89.82,15.89,3.56,0.43
ROK,Industrials,227.96,29.43,10.08,3.84,2.22
ROL,Industrials,240.52,19.26,17.15,6.12,1.14
ROP,Industrials,265.22,19.02,13.33,1.9,0.79
ROST,Consumer Discretionary,334.12,12.61,8.0,4.43,1.48
RCL,Consumer Discretionary,298.9,27.87,0.0,0.6,1.43
CRM,Information Technology,389.26,96.19,36.16,8.14,0.89
SBAC,Real Estate,279.9,0.0,22.47,6.6,4.52
SLB,Energy,121.92,19.31,20.82,3.11,0.74
STX,Information Technology,365.98,16.81,4.98,2.37,2.16
SEE,Materials,187.75,13.15,6.82,1.29,1.46
SRE,Utilities,201.36,8.8,69.32,1.06,2.08
SHW,Materials,396.05,14.42,8.08,3.98,1.9
SPG,Real Estate,242.25,46.0,9.83,2.71,4.01
SWKS,Information Technology,445.44,22.55,14.6,1.96,0.21
SLG,Real Estate,218.13,56.78,13.94,0.6,1.1
SNA,Industrials,310.14,14.5,6.86,1.49,1.64
SO,Utilities,160.59,9.55,0.0,1.04,2.34
LUV,Industrials,327.14,118.44,19.75,1.45,1.62
SWK,Industrials,182.67,14.7,7.34,1.63,1.37
SBUX,Consumer Discretionary,329.94,25.81,12.96,4.3,0.81
STT,Financials,167.33,0.0,0.0,1.21,9.9
STE,Health Care,216.42,11.41,7.83,1.96,0.77
SYK,Health Care,173.91,15.68,13.03,2.62,0.38
SIVB,Financials,240.5,60.38,20.06,1.17,7.71
SNPS,Information Technology,160.64,19.15,16.29,1.75,0.59
SYY,Consumer Staples,145.54,10.53,18.31,3.03,1.6
TMUS,Communication Services,227.1,10.45,45.69,0.79,2.23
TROW,Financials,157.14,23.73,25.41,3.49,0.11
TTWO,Communication Services,240.75,0.0,0.0,0.0,0.0
TPR,Consumer Discretionary,98.31,13.5,8.79,4.54,0.54
TGT,Consumer Discretionary,123.12,12.44,7.64,1.79,2.07
TEL,Information Technology,246.33,0.0,6.97,1.34,1.32
FTI,Energy,139.78,18.79,13.51,5.93,2.2
TDY,Industrials,231.19,12.37,11.57,2.07,1.13
TFX,Health Care,202.96,6.18,20.0,1.18,1.42
TER,Information Technology,160.74,0.0,21.73,2.65,0.86
TXN,Information Technology,198.85,17.21,13.29,2.52,0.25
TXT,Industrials,196.29,0.0,4.75,1.76,5.7
TMO,Health Care,231.58,22.66,13.14,1.21,0.4
TJX,Consumer Discretionary,310.73,13.05,11.15,4.64,1.72
TSCO,Consumer Discretionary,534.95,14.93,12.19,2.18,0.64
TDG,Industrials,520.24,10.03,7.36,2.73,4.68
TRV,Financials,208.62,5.92,5.12,0.72,3.0
TRMB,Information Technology,181.82,48.46,16.93,2.4,0.39
TFC,Financials,150.92,15.39,0.0,0.77,9.21
TYL,Information Technology,474.48,27.27,23.84,5.2,1.02
TSN,Consumer Staples,296.2,0.0,4.12,0.87,1.37
UDR,Real Estate,196.24,0.0,0.0,1.22,2.67
ULTA,Consumer Discretionary,696.61,28.25,9.15,3.22,1.3
USB,Financials,190.21,17.92,4.21,1.23,9.55
UAA,Consumer Discretionary,859.4,28.38,13.48,3.32,0.36
UNP,Industrials,354.42,13.63,27.52,1.53,1.51
UAL,Industrials,447.25,0.0,2.97,-0.77,-7.65
UNH,Health Care,307.45,7.97,6.23,1.25,1.5
UPS,Industrials,193.19,19.23,11.04,5.32,3.14
URI,Industrials,897.6,0.0,1.6,-31.06,-204.11
UHS,Health Care,324.33,11.0,17.68,1.57,1.21
UNM,Financials,169.03,5.79,3.98,0.58,5.41
VLO,Energy,304.04,0.0,0.0,0.41,1.42
VAR,Health Care,159.38,15.85,17.37,3.81,0.74
VTR,Real Estate,175.77,13.02,8.51,1.44,1.26
VRSN,Information Technology,238.38,16.13,13.84,6.32,3.13
VZ,"Communication Services
",167.47,14.22,3.56,0.61,1.7
VRTX,Health Care,239.32,0.0,0.0,7.82,0.78
VFC,Consumer Discretionary,394.6,16.04,0.0,0.0,0.0
VIAC,Communication Services,360.49,36.11,12.02,0.89,1.99
VTRS,Health Care,264.02,80.13,12.55,1.8,2.43
V,Information Technology,268.78,23.85,1347.58,2.9,0.35
VNO,Real Estate,166.47,102.94,0.0,0.95,2.04
VMC,Materials,113.09,216.9,15.78,1.49,1.11
WRB,Financials,196.99,10.8,11.72,0.87,3.81
WAB,Industrials,370.57,16.37,12.67,2.39,1.04
WMT,Consumer Staples,149.81,10.99,11.56,2.09,1.49
WBA,Consumer Staples,170.67,14.12,8.8,2.01,0.82
DIS,Communication Services,269.78,16.05,12.56,1.39,0.83
WM,Industrials,158.22,12.21,10.24,1.81,2.21
WAT,Health Care,157.04,18.55,18.5,6.87,1.25
WEC,Utilities,215.73,10.67,0.0,1.12,2.53
WFC,Financials,195.08,11.26,3.18,0.9,9.88
WELL,Real Estate,192.45,16.68,461.08,0.82,0.67
WST,Health Care,251.52,16.63,39.02,2.01,1.2
WDC,Information Technology,226.44,8.5,7.21,2.03,0.65
WU,Information Technology,92.41,11.13,8.24,26.16,19.8
WY,Real Estate,215.73,0.0,0.0,0.6,2.76
WHR,Consumer Discretionary,232.36,14.02,4.24,1.21,3.01
WMB,Energy,266.8,20.64,31.67,0.64,1.8
WYNN,Consumer Discretionary,296.76,254.3,84.69,1.49,1.4
XEL,Utilities,178.83,9.71,48.55,0.89,2.43
XRX,Information Technology,156.68,7.7,1.73,0.51,2.34
XLNX,Information Technology,168.32,19.4,11.27,2.67,0.54
YUM,Consumer Discretionary,198.71,9.03,15.17,8.47,5.42
ZBRA,Information Technology,235.7,35.44,20.85,2.32,0.17
ZBH,Health Care,170.6,16.42,13.27,1.98,0.38
ZION,Financials,196.63,0.0,1.45,0.29,7.95
