code,industry,stockratio,initialPE,initialFCF,initialPB,initialDE
WM,Industrials,137.39,28.85,16.96,4.01,2.8
WAT,Health Care,100.59,23.82,23.37,5.33,1.07
WEC,Utilities,119.08,18.45,210.89,1.58,2.38
WFC,Financials,105.44,11.05,15.03,1.2,8.22
WELL,Real Estate,104.14,22.78,0.0,1.25,0.91
WST,Health Care,142.92,45.06,53.5,4.14,0.66
WDC,Information Technology,118.34,10.7,7.17,1.26,0.62
WU,Information Technology,126.17,9.19,8.29,5.32,5.73
WY,Real Estate,105.34,28.25,23.5,2.64,1.61
WHR,Consumer Discretionary,127.64,12.89,17.6,1.72,2.35
WMB,Energy,132.33,0.0,0.0,0.86,2.02
WYNN,Consumer Discretionary,128.84,36.62,0.0,291.11,477.79
XEL,Utilities,118.01,15.93,0.0,1.48,2.66
XRX,Information Technology,85.4,14.06,3.78,0.65,1.7
XLNX,Information Technology,133.01,21.11,14.91,4.21,0.89
XYL,Industrials,138.61,18.31,17.93,2.93,1.24
YUM,Consumer Discretionary,124.63,16.27,25.5,20.59,7.32
ZBRA,Information Technology,124.04,0.0,0.0,4.07,4.64
ZBH,Health Care,102.2,273.74,38.52,2.02,1.75
ZION,Financials,160.38,20.49,16.32,0.67,6.95
ZTS,Health Care,113.47,68.05,52.56,21.1,6.25
