code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,113.45508361308052,17.01,18.53,4.23,2.58
ABT,Health Care,88.55893413641904,20.47,23.95,2.03,2.66
ABBV,Health Care,108.60442812356332,15.32,10.89,13.86,3.35
ABMD,Health Care,347.89522904154217,140.74,61.66,6.63,6.15
ACN,Information Technology,135.9898713768638,13.47,14.75,8.28,1.57
ATVI,Communication Services,171.907806870295,17.79,14.7,1.8,4.03
ADBE,Information Technology,149.4868562114835,99.61,29.52,4.19,7.17
AMD,Information Technology,241.9162975406637,0.0,0.0,5.16,0.55
AAP,Consumer Discretionary,126.75868930745196,20.39,21.61,5.22,1.23
AES,Utilities,72.04862514795106,81.33,11.72,1.08,0.54
AFL,Financials,92.6319037366757,8.31,2.48,1.76,1.1
A,Health Care,101.07905978186437,16.25,12.01,2.16,1.74
APD,Materials,123.25261495907745,18.63,59.12,2.51,1.84
AKAM,Information Technology,116.68114767497875,29.3,28.23,3.2,5.43
ALK,Industrials,207.34179054896802,12.92,11.43,2.25,0.91
ALB,Materials,118.62224707617106,11.39,17.1,2.58,2.0
ARE,Real Estate,159.69719351920463,32.08,0.0,0.92,5.47
ALXN,Health Care,76.0164163618391,105.46,56.7,10.99,17.09
ALGN,Health Care,138.8934430542516,74.21,28.33,7.26,7.1
LNT,Utilities,134.5416590782231,12.66,0.0,1.3,1.38
ALL,Financials,118.71584732168705,9.97,5.59,1.0,0.66
GOOGL,Communication Services,116.39358591958886,29.48,36.65,4.32,7.01
MO,Consumer Staples,164.68327972004502,11.78,12.54,12.89,2.18
AMZN,Consumer Discretionary,155.24040149195665,687.57,91.3,18.78,2.47
AEE,Utilities,134.45522615206283,24.72,26.51,1.06,1.22
AAL,Industrials,156.51471383103043,0.0,0.0,-4.59,0.25
AEP,Utilities,124.4429724059732,11.9,39.35,1.1,1.19
AXP,Financials,70.41505809445098,16.66,11.74,4.44,2.55
AIG,Financials,110.5136318668756,7.12,11.02,0.63,0.94
AMT,Real Estate,115.46412126685937,50.65,31.9,7.69,8.3
AWK,Utilities,151.65976451113315,17.69,0.0,1.37,2.26
AMP,Financials,85.64903349458747,15.02,15.91,2.01,1.8
ABC,Health Care,95.73117754772011,48.49,0.0,6.41,0.15
AME,Industrials,77.75651513818866,23.91,20.68,3.92,3.43
AMGN,Health Care,112.93322286269867,14.35,12.99,3.26,3.91
APH,Information Technology,127.98683467396982,21.27,22.02,4.58,2.93
ADI,Information Technology,116.68805271603358,19.4,16.51,2.72,4.94
ANSS,Information Technology,87.5671735710688,33.67,27.28,3.77,9.63
ANTM,Health Care,135.39435152678607,10.21,10.38,0.99,0.36
AON,Financials,113.73245556736249,21.91,16.05,2.85,2.08
AOS,Industrials,150.15921377097692,26.6,24.83,3.34,2.1
APA,Energy,64.08273340256878,13.56,51.48,0.83,2.09
