code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,114.17094631725287,8.4,9.22,2.76,1.15
ABT,Health Care,82.92634979404903,6.56,5.6,1.81,1.08
ABMD,Health Care,51.838399100885965,0.0,0.0,4.77,7.83
ACN,Information Technology,150.29418827159895,8.74,6.65,9.16,0.78
ATVI,Communication Services,81.3337672800857,258.13,22.0,0.88,2.25
ADBE,Information Technology,94.64300242848954,14.57,10.87,2.76,3.56
AMD,Information Technology,70.36925539323309,0.0,0.0,10.36,0.23
AAP,Consumer Discretionary,138.57614484711266,12.95,10.26,2.86,0.6
AES,Utilities,92.92478132547116,3.14,0.0,0.53,0.25
AFL,Financials,82.13942601804042,12.85,3.23,2.36,0.97
A,Health Care,103.51738154110525,7.87,8.87,2.01,0.95
APD,Materials,117.99427127919462,10.53,18.39,1.53,0.74
AKAM,Information Technology,171.69818517716698,19.35,12.35,1.63,3.57
ALK,Industrials,186.531998870634,0.0,0.0,1.44,0.26
ALB,Materials,186.7994289339261,8.77,7.32,1.5,0.69
ARE,Real Estate,82.22038282893482,13.4,0.0,0.76,2.89
ALXN,Health Care,327.99848621577365,96.51,241.91,11.94,11.77
ALGN,Health Care,200.8539603938282,7.35,23.27,2.63,2.0
LNT,Utilities,114.9999835700464,7.07,0.0,0.66,0.55
ALL,Financials,87.1985122540899,0.0,3.81,1.06,0.47
GOOGL,Communication Services,145.62331373213647,22.88,17.84,3.44,4.5
MO,Consumer Staples,169.89799886975027,3.27,3.12,5.63,0.83
AMZN,Consumer Discretionary,309.83193429115346,34.19,16.24,8.21,1.15
AEE,Utilities,73.24252327848248,7.1,0.0,0.6,0.54
AAL,Industrials,110.5926692785009,0.0,0.0,-0.69,0.08
AEP,Utilities,99.25823605689425,5.88,0.0,0.77,0.56
AXP,Financials,212.93559944933187,6.69,2.56,1.48,0.55
AIG,Financials,84.85741252504238,0.0,0.0,0.05,0.0
AMT,Real Estate,170.08452997400653,29.57,19.61,3.29,6.54
AMP,Financials,184.6054745344385,0.0,2.05,0.59,0.58
ABC,Health Care,161.3925295600987,18.49,13.23,1.67,0.07
AME,Industrials,181.78062767093206,8.61,14.78,2.31,1.19
AMGN,Health Care,97.33598850104808,11.78,9.31,2.31,3.31
APH,Information Technology,172.78211081053027,9.4,10.51,2.75,1.22
ADI,Information Technology,131.09177402770456,5.87,8.97,1.86,1.78
ANSS,Information Technology,152.91499076236232,21.62,13.44,2.11,4.97
ANTM,Health Care,94.6743874219996,7.59,8.58,0.85,0.31
AON,Financials,81.4089988953137,8.21,13.94,1.99,1.61
AOS,Industrials,214.20333678954586,9.24,3.96,1.11,0.12
