code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,105.44915699456251,18.32,17.24,6.63,2.87
ABT,Health Care,143.90704097728135,26.72,23.4,2.77,3.0
ABBV,Health Care,133.8538987147718,46.04,27.51,45.84,4.05
ABMD,Health Care,701.4271974112506,86.5,50.14,7.99,7.45
ACN,Information Technology,169.4213569101695,16.58,13.78,8.4,1.64
ATVI,Communication Services,195.5330758248161,16.92,11.44,1.92,3.16
ADBE,Information Technology,279.67156349139384,150.37,32.89,5.41,9.02
AMD,Information Technology,567.8518059706357,0.0,0.0,11.08,0.37
AAP,Consumer Discretionary,81.76025013417481,23.35,23.89,5.72,1.17
AES,Utilities,100.71711812725417,10.34,0.0,1.05,0.5
AFL,Financials,134.75093067549392,8.07,3.64,1.27,1.05
A,Health Care,138.5507758725193,25.64,23.59,2.38,2.65
APD,Materials,108.16252428272392,24.46,33.17,3.32,2.4
AKAM,Information Technology,79.67991920457223,34.22,33.61,3.81,5.81
ALK,Industrials,88.96926642960777,12.34,22.25,3.38,1.4
ALB,Materials,112.28343349148513,32.32,11.24,2.85,1.76
ARE,Real Estate,120.77775658062389,73.56,0.0,1.36,7.27
ALXN,Health Care,43.21683842321312,56.76,74.31,11.15,16.7
ALGN,Health Care,307.6549991873148,31.59,22.68,5.96,6.05
ALLE,Industrials,121.8380846119085,29.01,24.91,271.96,2.41
LNT,Utilities,119.14771584347051,15.81,114.72,1.66,1.8
ALL,Financials,103.48788315308113,10.0,9.35,1.18,0.79
GOOGL,Communication Services,161.73271970934002,25.23,32.64,3.48,5.85
GOOG,Communication Services,161.58272604591724,25.1,32.37,3.45,5.81
MO,Consumer Staples,97.20110618108892,13.93,15.74,23.46,2.89
AMZN,Consumer Discretionary,397.48805722728747,0.0,73.57,13.44,1.62
AEE,Utilities,133.1813869561423,16.06,0.0,1.37,1.56
AAL,Industrials,51.08018526027273,12.96,0.0,17.53,0.88
AEP,Utilities,116.81091478529717,14.59,58.61,1.42,1.46
AXP,Financials,89.61582529139821,15.19,9.04,4.17,2.48
AIG,Financials,62.798135983462856,9.34,13.96,0.62,1.09
AMT,Real Estate,142.51482307940717,43.74,30.32,8.6,8.57
AWK,Utilities,152.38732046307143,19.98,54.77,1.72,2.82
AMP,Financials,71.80065287570423,13.64,9.67,2.23,1.81
ABC,Health Care,72.19932115587699,1015.97,6.05,10.08,0.15
AME,Industrials,108.5716291565895,21.3,19.05,3.76,3.1
AMGN,Health Care,111.15482873110265,20.27,12.7,4.01,5.21
APH,Information Technology,128.42493154165524,22.92,24.01,5.35,3.05
ADI,Information Technology,152.66808623935196,21.71,19.71,2.81,4.78
ANSS,Information Technology,143.17081638501963,30.26,21.5,3.36,8.26
ANTM,Health Care,182.2303996620428,12.86,12.04,1.28,0.45
AON,Financials,131.85096066286778,18.99,17.07,3.74,2.22
AOS,Industrials,130.32185947821594,22.51,26.36,3.34,1.99
APA,Energy,37.31928930608078,0.0,0.0,0.73,1.85
AAPL,Information Technology,125.84910589899087,13.53,9.94,4.74,3.03
AMAT,Information Technology,129.90288597198946,22.51,15.82,3.11,2.71
APTV,Consumer Discretionary,87.4716661920102,12.74,12.36,5.52,1.11
ADM,Consumer Staples,72.620332485348,12.54,6.97,1.4,0.35
AJG,Financials,144.17312910079465,20.75,17.59,2.02,1.33
AIZ,Financials,117.2769959904985,9.3,14.08,0.8,0.42
T,Communication Services,86.29322790020747,19.74,12.09,1.35,0.94
ATO,Utilities,150.35447740354414,15.95,0.0,1.59,0.96
ADSK,Information Technology,184.49103625209187,108.57,23.62,5.77,5.47
ADP,Information Technology,141.41952331203944,24.41,19.4,6.32,3.31
AZO,Consumer Discretionary,115.02461515293967,17.7,21.0,-11.06,2.02
AVB,Real Estate,99.02550007621774,25.81,0.0,1.96,10.44
AVY,Materials,153.9473050128726,17.75,24.07,4.0,0.71
BKR,Energy,47.89245077958124,8.67,9.33,0.79,0.61
BLL,Materials,114.56509353355287,19.66,14.88,7.17,1.08
BAC,Financials,120.2763034314835,42.16,5.51,0.69,1.77
BK,Financials,102.38137975497388,13.21,9.34,1.03,2.51
BAX,Health Care,143.9832833160424,8.06,8.77,2.44,1.49
BDX,Health Care,141.39266941901397,21.88,24.51,4.86,2.97
BRK.B,Financials,111.6869519985379,18.63,22.01,0.76,1.9
BBY,Consumer Discretionary,192.6660244184952,9.82,9.89,2.15,0.25
BIO,Health Care,158.20163130080468,39.53,23.03,1.6,1.61
BIIB,Health Care,78.99285783913248,25.25,27.96,6.79,7.65
BLK,Financials,99.61123978885591,16.04,17.5,1.85,4.77
BA,Industrials,226.52007864059232,15.36,12.58,9.14,0.93
BKNG,Consumer Discretionary,124.07057361639984,24.93,21.72,6.91,7.16
BWA,Consumer Discretionary,54.79313978776089,17.54,48.09,3.08,1.38
BXP,Real Estate,79.71764881760328,38.23,32.01,2.09,6.89
BSX,Health Care,219.06108930033753,69.74,17.37,2.72,2.41
BMY,Health Care,79.46812451888961,41.62,31.81,5.51,5.25
AVGO,Information Technology,228.5223482557274,73.89,25.5,5.74,4.44
BR,Information Technology,184.46034169907196,19.89,15.23,5.07,1.96
BF.B,Consumer Staples,110.27262166030711,27.12,45.9,8.59,5.93
