code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,139.4111292413405,10.42,14.78,3.9,1.76
ABT,Health Care,117.30500403661866,16.43,7.14,1.99,1.25
ABMD,Health Care,76.87217153199131,0.0,0.0,6.61,7.34
ACN,Information Technology,154.44088465894623,15.3,9.33,12.22,1.22
ATVI,Communication Services,164.87842265148257,70.24,0.0,3.1,3.83
ADBE,Information Technology,78.07571430487718,48.39,30.1,4.58,9.55
AMD,Information Technology,45.33710288554262,0.0,0.0,1.92,1.79
AAP,Consumer Discretionary,214.8559401638966,15.64,41.36,3.45,0.79
AES,Utilities,70.07349839270293,45.83,11.15,3.38,0.88
AFL,Financials,151.51626529749655,11.03,3.73,1.92,1.12
A,Health Care,110.25769627451507,3.38,15.88,2.64,2.12
APD,Materials,160.3155961103713,13.58,37.29,1.96,1.29
AKAM,Information Technology,99.90021798010338,160.97,148.13,8.92,21.8
ALK,Industrials,161.942967596204,0.0,0.0,1.62,0.4
ALB,Materials,185.52129389536768,19.65,10.15,2.67,1.18
ARE,Real Estate,94.12768318830842,28.61,0.0,1.38,5.24
ALXN,Health Care,449.8139940578751,0.0,0.0,11.5,807.99
ALGN,Health Care,157.75859424845316,0.0,0.0,10.84,4.26
LNT,Utilities,131.2984413416284,8.18,3.24,0.89,0.78
ALL,Financials,62.95341730898615,5.94,6.07,1.33,0.83
GOOGL,Communication Services,145.48472955832165,46.52,85.23,8.38,13.45
MO,Consumer Staples,179.4475149914841,1.6,1.46,0.48,0.29
AMZN,Consumer Discretionary,514.4939813079961,87.69,34.43,37.9,1.57
AEE,Utilities,74.8356185092166,11.09,24.46,0.93,0.88
AAL,Industrials,20.975641671349234,0.0,9.19,-18.61,0.53
AEP,Utilities,114.10657666910218,8.94,0.0,1.01,0.75
AXP,Financials,86.38920857147929,16.1,7.13,5.49,2.16
AIG,Financials,4.677450816398461,9.26,0.0,1.27,1.15
AMT,Real Estate,156.218163333961,526.33,27.91,3.06,10.33
AMP,Financials,127.50005919390136,15.76,16.2,1.22,1.24
ABC,Health Care,182.88663844403874,14.7,7.24,1.72,0.12
AME,Industrials,213.80096486815998,11.34,15.76,3.19,1.7
AMGN,Health Care,90.65728751434659,21.97,15.54,3.35,4.55
APH,Information Technology,193.124479375725,20.34,24.41,5.6,2.1
ADI,Information Technology,133.39805144262624,14.77,16.54,2.19,3.66
ANSS,Information Technology,270.01829512149993,120.81,20.3,3.14,6.18
ANTM,Health Care,81.50106032720808,13.98,11.24,1.69,0.76
AON,Financials,155.74292944895382,13.9,12.47,1.71,1.52
AOS,Industrials,180.68062906678705,12.51,15.81,1.38,0.44
APA,Energy,207.94737892224293,7.16,102.75,1.37,2.19
AAPL,Information Technology,428.68278080873176,26.57,19.89,5.6,3.11
AMAT,Information Technology,85.69217422606977,13.59,11.6,2.79,2.29
ADM,Consumer Staples,113.78752642578985,12.47,0.0,1.37,0.5
AJG,Financials,136.11537256291786,13.76,24.55,2.04,1.19
AIZ,Financials,84.08314590841779,7.46,5.27,1.33,0.67
T,Communication Services,114.58319037809895,8.65,8.65,0.88,1.01
ATO,Utilities,133.82857307061585,10.22,0.0,0.9,0.29
ADSK,Information Technology,111.1005225377732,32.52,11.92,8.49,5.08
ADP,Information Technology,132.47976826314047,9.46,7.92,2.52,2.37
AZO,Consumer Discretionary,257.5342697948681,14.58,13.63,14.93,1.43
AVB,Real Estate,119.09815750033775,21.67,0.0,2.25,8.64
AVY,Materials,80.69031180049244,12.78,14.93,2.72,0.84
BKR,Energy,90.35499186955225,5.77,0.0,2.55,1.55
BLL,Materials,181.9545829240785,12.43,33.32,3.45,0.61
BAC,Financials,32.19779370540961,8.92,13.7,1.35,1.62
BK,Financials,93.8489925869663,6.97,5.45,1.82,2.33
BAX,Health Care,132.5453890835344,9.11,7.68,1.86,1.23
BDX,Health Care,145.48676036790272,20.83,18.02,3.43,2.42
BRK.B,Financials,123.23360404682275,15.67,31.16,0.0,1.78
BBY,Consumer Discretionary,92.40928086076076,0.0,0.0,3.31,0.57
BIO,Health Care,141.94240388697992,21.55,34.09,2.67,1.74
BIIB,Health Care,153.7346748822668,71.97,21.83,2.14,5.82
BLK,Financials,153.13366757153338,30.19,14.1,1.16,3.8
BA,Industrials,91.64286838299371,22.48,8.35,10.24,0.81
BKNG,Consumer Discretionary,1033.3558984100644,26.43,19.65,4.41,1.73
BWA,Consumer Discretionary,284.1956521992922,14.17,17.25,1.59,0.65
BXP,Real Estate,105.2929144153014,9.1,0.0,2.44,5.49
BSX,Health Care,49.69784925729867,0.0,14.38,1.66,2.63
BMY,Health Care,138.4944748172896,19.52,19.39,3.07,1.91
BF.B,Consumer Staples,132.5651300385906,15.23,15.89,3.61,3.13
CHRW,Industrials,237.43580695252908,19.96,17.57,5.55,0.81
COG,Energy,142.56338701280345,8.39,12.17,2.84,3.61
CDNS,Information Technology,52.017483240255515,38.11,15.81,2.9,3.79
CPB,Consumer Staples,122.35928101783946,13.39,13.04,7.46,1.44
COF,Financials,67.08276533948408,7.9,7.32,1.0,1.26
CAH,Health Care,99.11819670210828,9.43,6.22,1.51,0.17
KMX,Consumer Discretionary,160.84707877700836,25.21,180.8,4.13,0.69
CCL,Consumer Discretionary,104.71537243598321,11.98,24.31,1.46,2.37
CAT,Industrials,192.74297749930017,7.97,7.64,3.89,0.68
CBRE,Real Estate,69.57556520238101,24.47,20.83,6.39,1.93
CE,Materials,183.9045847899721,9.15,7.28,4.33,0.64
CNC,Health Care,116.46240686328426,0.0,7.57,3.26,0.6
CNP,Utilities,131.27225029431264,6.64,0.0,1.81,0.31
CERN,Health Care,234.7657070929645,33.09,91.23,3.8,2.64
CF,Materials,604.102116128214,33.57,7.56,1.42,0.54
SCHW,Financials,110.08392866938424,16.07,11.67,3.9,4.61
CVX,Energy,159.86249095695734,5.51,8.98,1.35,0.45
CMG,Consumer Discretionary,420.8000941484659,44.53,294.42,3.91,2.24
CB,Financials,126.36943416236876,6.35,3.5,1.0,1.07
CHD,Consumer Staples,188.19350453154823,17.08,17.56,2.68,1.25
CI,Health Care,94.80886598237346,12.73,28.91,0.99,0.9
CINF,Financials,96.68826817018798,4.9,8.1,0.66,1.0
CTAS,Industrials,77.55044565353228,16.49,12.45,2.58,1.55
CSCO,Information Technology,106.85556328174464,19.01,12.3,4.29,3.75
C,Financials,10.587844561339988,10.36,0.0,1.83,1.57
CTXS,Information Technology,285.24129395158,20.04,14.35,2.57,3.5
CLX,Consumer Staples,125.45007088804141,14.19,12.34,-195.16,1.38
CME,Financials,76.03557617764616,26.93,28.55,7.16,10.05
CMS,Utilities,141.57419724168827,0.0,0.0,1.05,0.38
KO,Consumer Staples,173.09554870683573,14.55,14.23,4.31,3.07
CTSH,Information Technology,214.18795962553537,47.52,74.86,9.78,7.78
CL,Consumer Staples,152.4912285907451,19.01,18.32,16.99,2.1
CMCSA,Communication Services,92.17125867284516,27.9,31.93,1.69,2.85
CMA,Financials,93.33833593711456,7.29,7.99,1.23,1.52
CAG,Consumer Staples,108.56970689373814,16.58,8.26,1.4,0.65
COP,Energy,121.63402709171953,3.55,8.54,0.68,0.29
ED,Utilities,153.16272741740548,8.28,0.0,0.69,0.51
STZ,Consumer Staples,83.0525721125295,19.56,16.68,1.83,1.34
COO,Health Care,97.24717926769961,40.12,345.08,1.84,3.15
CPRT,Industrials,132.13260204045073,25.83,30.06,3.11,4.94
GLW,Information Technology,121.482960872135,12.09,35.61,3.05,4.36
COST,Consumer Staples,152.84870488662284,15.97,27.83,1.92,0.29
CCI,Real Estate,153.0638172221467,0.0,34.55,4.83,6.76
CSX,Industrials,227.6207607858368,9.39,29.46,1.3,1.29
CMI,Industrials,444.5500255190134,6.11,6.88,1.61,0.39
CVS,Health Care,131.2976385352045,14.95,0.0,2.0,0.47
DHI,Consumer Discretionary,55.48341293024872,6.63,0.0,1.04,0.46
DHR,Health Care,147.905183108074,14.99,11.94,2.42,1.79
DRI,Consumer Discretionary,151.53265989926976,10.39,7.99,2.68,0.69
DVA,Health Care,137.8129696942628,20.68,23.43,4.78,1.23
DE,Industrials,220.01121447926647,8.76,28.59,1.91,0.67
XRAY,Health Care,132.01195769513419,19.43,18.9,3.27,2.41
DVN,Energy,136.62644009465689,8.56,0.0,1.38,2.49
DXCM,Health Care,156.1423138708275,0.0,0.0,4.89,124.97
DLR,Real Estate,194.9216881285857,41.48,0.0,1.49,2.46
DISCA,Communication Services,328.44141269034924,0.0,0.0,0.44,25.05
DISH,Communication Services,71.70445615938934,20.3,14.26,-56.52,1.27
DLTR,Consumer Discretionary,279.35842342982147,18.08,19.44,2.75,0.88
D,Utilities,136.08127513137953,12.03,48.03,1.28,0.96
DPZ,Consumer Discretionary,108.4658881033449,8.49,7.15,-1.49,0.63
DOV,Industrials,147.5068775758658,8.37,6.99,1.31,0.78
DTE,Utilities,129.98515386473173,11.3,40.56,0.83,0.6
DUK,Utilities,129.36494974164617,6.31,31.86,0.47,1.1
DRE,Real Estate,46.08026305447843,19.19,0.0,1.09,3.4
EMN,Materials,183.12072737579535,8.23,6.39,1.66,0.49
ETN,Industrials,171.3196207873446,7.82,6.93,1.73,0.61
EBAY,Consumer Discretionary,104.34655376687738,14.54,9.45,1.44,2.75
ECL,Materials,132.44105799133402,26.77,29.63,5.73,2.01
EIX,Utilities,108.55651802782218,8.14,7.29,1.1,0.79
EW,Health Care,387.5666536387617,22.62,15.22,3.62,2.91
EA,Communication Services,36.6915905237937,193.43,29.3,4.02,5.08
EMR,Industrials,164.7539025064972,12.4,11.14,2.79,1.16
ETR,Utilities,99.09464080244513,9.64,6.31,1.27,1.0
EOG,Energy,169.08042192975975,10.52,0.0,2.45,3.45
EFX,Industrials,101.31293835991247,16.23,13.91,5.12,2.89
EQIX,Real Estate,121.21211537625143,0.0,0.0,5.34,6.37
EQR,Real Estate,139.96439677925196,7.76,9.53,1.31,4.78
ESS,Real Estate,118.35592335572609,33.11,0.0,2.52,5.7
EL,Consumer Staples,235.26877438558805,19.82,12.17,4.44,1.1
EVRG,Utilities,140.25625293465498,8.43,0.0,0.88,0.86
RE,Financials,106.98046750533523,5.62,7.42,0.92,1.05
EXC,Utilities,87.69630879206366,15.25,9.98,2.39,1.54
EXPE,Consumer Discretionary,136.5116767642995,25.3,0.0,0.99,2.8
EXPD,Industrials,157.48017629387397,32.29,38.98,6.78,1.64
EXR,Real Estate,134.00401171885235,43.41,0.0,1.04,3.01
XOM,Energy,117.27347689988505,7.18,8.39,2.39,0.76
FFIV,Information Technology,395.5956068316633,42.16,20.9,4.65,7.28
FAST,Industrials,203.1253957268647,19.33,157.12,4.18,2.13
FRT,Real Estate,119.5562399343513,28.29,43.77,3.83,6.81
FDX,Industrials,91.16143105060756,16.21,28.0,2.52,0.94
FIS,Information Technology,144.36929779494062,13.5,18.5,1.12,0.86
FITB,Financials,45.02543647803822,12.89,15.46,1.53,1.93
FE,Utilities,82.22032335734839,8.35,13.31,1.13,0.91
FISV,Information Technology,125.95147547899572,20.64,24.06,3.7,2.08
FLIR,Information Technology,210.81965215382687,20.76,30.52,4.59,3.88
FLS,Industrials,278.678189459326,20.86,26.08,2.26,0.77
FMC,Materials,243.82826005423928,16.14,0.0,2.5,1.12
F,Consumer Discretionary,252.16764011947825,0.0,3.44,-2.78,0.06
BEN,Financials,121.2869113462051,13.8,10.92,2.61,3.61
FCX,Materials,258.8205309373992,6.25,5.67,3.34,1.58
GPS,Consumer Discretionary,110.13911928043132,14.19,10.89,2.36,0.81
GRMN,Consumer Discretionary,70.43008655127143,14.4,27.42,4.68,4.16
IT,Information Technology,189.2156979058248,38.8,27.01,78.25,2.21
GD,Industrials,116.98451516354356,11.79,12.19,2.22,0.91
GE,Industrials,65.08515271416819,11.68,10.81,2.15,1.6
GIS,Consumer Staples,159.43325524494242,11.38,6.88,2.2,1.07
GPC,Consumer Discretionary,142.46970177132297,10.91,16.71,2.02,0.5
GILD,Health Care,125.92651662058697,0.0,22.53,13.87,8.44
GL,Financials,110.52313291704125,7.2,4.33,1.05,1.1
GPN,Information Technology,103.17127901152112,0.0,37.0,4.16,4.92
GS,Financials,101.04595702987271,0.0,0.0,1.87,2.06
GWW,Industrials,240.07540207300576,12.64,15.29,2.07,0.83
HAL,Energy,155.92799702386574,11.34,8.65,3.41,2.06
HIG,Financials,35.70782941232493,7.88,3.96,1.17,0.81
HAS,Consumer Discretionary,215.59792389843847,14.77,13.9,1.91,1.03
PEAK,Real Estate,143.9547082352232,6.45,0.0,0.94,4.72
HSIC,Health Care,141.3886229808301,26.91,26.14,2.95,0.87
HSY,Consumer Staples,120.19349374278652,14.97,15.89,11.75,1.69
HES,Energy,178.5163387226129,6.95,144.46,1.61,0.47
HFC,Energy,96.3577841711254,6.4,13.71,3.49,0.43
HOLX,Health Care,89.79187105081373,62.21,88.21,3.97,4.37
HD,Consumer Discretionary,106.04643150551523,8.85,8.11,1.91,0.69
HON,Industrials,147.48991159352283,12.42,10.13,2.59,0.83
HRL,Consumer Staples,155.43409799090324,13.37,19.74,2.09,0.67
HST,Real Estate,92.944739140703,10.31,7.63,1.54,1.6
HPQ,Information Technology,126.14391470814618,6.51,3.98,0.94,0.41
HUM,Health Care,111.63421303181529,17.52,5.68,2.77,0.4
HBAN,Financials,38.038479198421854,7.93,20.71,1.2,1.4
IEX,Industrials,149.0974491136627,14.01,14.42,2.09,1.78
IDXX,Health Care,196.8537804416799,27.92,39.95,6.15,3.54
ITW,Industrials,144.7532879764994,10.91,10.5,2.03,1.46
ILMN,Health Care,363.37866076152164,49.14,80.22,7.45,10.14
INCY,Health Care,319.8249640791172,0.0,0.0,-5.78,17.7
INTC,Information Technology,130.82451499928638,15.48,16.41,2.09,2.21
ICE,Financials,124.53135054524857,41.19,44.83,12.59,18.64
IBM,Information Technology,182.7740666509158,10.5,9.03,3.41,1.1
IP,Materials,102.23005721324758,8.2,5.42,1.17,0.45
IPG,Communication Services,97.88254290199376,0.0,0.0,2.19,0.63
